DispNum3,DispNum4_A,StDay_A,StMon_A,StYear_A,EndDay_A,EndMon_A,EndYear_A,Outcome,Settle,Fatality_A,FatalPre,MaxDur,MinDur,HiAct_A,HostLev_A,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version_A,DispNum4_B,StAbb,ccode,StDay_B,StMon_B,StYear_B,EndDay_B,EndMon_B,EndYear_B,SideA,RevState,RevType1,RevType2,Fatality_B,FataPre,HiAct_B,HostLev_B,Orig,Version_B,Stalemate
1329,nan,15.0,8,1963,15.0,8,1963,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01,nan,ZAI,490,15.0,8,1963,15.0,8,1963,1,0,0,nan,0.0,0.0,1,2,1,4.01,1
1331,nan,27.0,10,1975,27.0,10,1975,5.0,3.0,0.0,0.0,1,1,7,3,1,1,3,0,0,0.0,0,4.01,nan,MAA,435,27.0,10,1975,27.0,10,1975,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1331,nan,27.0,10,1975,27.0,10,1975,5.0,3.0,0.0,0.0,1,1,7,3,1,1,3,0,0,0.0,0,4.01,nan,ALG,615,27.0,10,1975,27.0,10,1975,1,1,2,nan,0.0,0.0,1,2,1,4.01,1
1331,nan,27.0,10,1975,27.0,10,1975,5.0,3.0,0.0,0.0,1,1,7,3,1,1,3,0,0,0.0,0,4.01,nan,MOR,600,27.0,10,1975,27.0,10,1975,0,0,0,nan,0.0,0.0,7,3,1,4.01,1
1331,nan,27.0,10,1975,27.0,10,1975,5.0,3.0,0.0,0.0,1,1,7,3,1,1,3,0,0,0.0,0,4.01,nan,SPN,230,27.0,10,1975,27.0,10,1975,0,0,0,nan,0.0,0.0,7,3,1,4.01,1
1332,nan,1.0,11,1967,1.0,11,1967,5.0,3.0,nan,nan,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,POR,235,1.0,11,1967,1.0,11,1967,1,0,0,nan,nan,nan,17,4,1,4.01,1
1332,nan,1.0,11,1967,1.0,11,1967,5.0,3.0,nan,nan,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,ZAI,490,1.0,11,1967,1.0,11,1967,0,0,0,nan,nan,nan,17,4,1,4.01,1
1333,nan,6.0,8,1976,nan,2,1978,5.0,3.0,1.0,nan,572,545,17,4,1,1,1,0,0,0.0,0,4.01,nan,BOT,571,6.0,8,1976,nan,2,1978,0,1,3,nan,1.0,nan,17,4,1,4.01,1
1333,nan,6.0,8,1976,nan,2,1978,5.0,3.0,1.0,nan,572,545,17,4,1,1,1,0,0,0.0,0,4.01,nan,ZIM,552,6.0,8,1976,nan,2,1978,1,0,0,nan,1.0,nan,17,4,1,4.01,1
1334,nan,11.0,10,1975,19.0,10,1975,5.0,3.0,0.0,0.0,9,9,16,4,0,1,1,0,0,0.0,0,4.01,nan,BOT,571,11.0,10,1975,19.0,10,1975,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1334,nan,11.0,10,1975,19.0,10,1975,5.0,3.0,0.0,0.0,9,9,16,4,0,1,1,0,0,0.0,0,4.01,nan,ZIM,552,11.0,10,1975,19.0,10,1975,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
1335,nan,nan,3,1969,nan,9,1969,5.0,3.0,0.0,0.0,214,155,13,4,0,1,1,0,0,0.0,0,4.01,nan,ZIM,552,nan,3,1969,nan,9,1969,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1335,nan,nan,3,1969,nan,9,1969,5.0,3.0,0.0,0.0,214,155,13,4,0,1,1,0,0,0.0,0,4.01,nan,BOT,571,nan,3,1969,nan,9,1969,1,1,3,nan,0.0,0.0,13,4,1,4.01,1
1337,nan,9.0,9,1976,9.0,3,1977,5.0,3.0,0.0,0.0,182,182,14,4,0,1,1,0,0,0.0,0,4.01,nan,CHA,483,9.0,9,1976,9.0,3,1977,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1337,nan,9.0,9,1976,9.0,3,1977,5.0,3.0,0.0,0.0,182,182,14,4,0,1,1,0,0,0.0,0,4.01,nan,LIB,620,9.0,9,1976,9.0,3,1977,1,1,1,nan,0.0,0.0,14,4,1,4.01,1
1339,nan,16.0,11,1976,16.0,11,1976,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,GAB,481,16.0,11,1976,16.0,11,1976,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1339,nan,16.0,11,1976,16.0,11,1976,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,CAO,471,16.0,11,1976,16.0,11,1976,1,1,1,nan,0.0,0.0,16,4,1,4.01,1
1340,nan,nan,6,1972,18.0,9,1972,6.0,1.0,0.0,0.0,110,81,16,4,1,1,1,0,0,0.0,0,4.01,nan,GAB,481,nan,6,1972,18.0,9,1972,0,0,0,nan,0.0,0.0,7,3,1,4.01,0
1340,nan,nan,6,1972,18.0,9,1972,6.0,1.0,0.0,0.0,110,81,16,4,1,1,1,0,0,0.0,0,4.01,nan,EQG,411,nan,6,1972,18.0,9,1972,1,1,1,nan,0.0,0.0,16,4,1,4.01,0
1342,nan,4.0,5,1973,4.0,5,1973,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,POR,235,4.0,5,1973,4.0,5,1973,1,0,0,nan,0.0,0.0,17,4,1,4.01,1
1342,nan,4.0,5,1973,4.0,5,1973,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,MAW,553,4.0,5,1973,4.0,5,1973,0,0,0,nan,0.0,0.0,17,4,1,4.01,1
1343,nan,9.0,10,1967,10.0,10,1967,5.0,3.0,1.0,nan,2,2,17,4,1,1,1,0,0,0.0,0,4.01,nan,IND,750,9.0,10,1967,10.0,10,1967,1,0,0,nan,1.0,nan,17,4,1,4.01,1
1343,nan,9.0,10,1967,10.0,10,1967,5.0,3.0,1.0,nan,2,2,17,4,1,1,1,0,0,0.0,0,4.01,nan,PAK,770,9.0,10,1967,10.0,10,1967,0,1,1,nan,1.0,nan,17,4,1,4.01,1
1344,nan,3.0,2,1953,27.0,2,1954,5.0,3.0,0.0,0.0,390,390,16,4,1,1,1,0,0,0.0,0,4.01,nan,JPN,740,3.0,2,1953,27.0,2,1954,0,0,0,nan,0.0,0.0,7,3,1,4.01,1
1344,nan,3.0,2,1953,27.0,2,1954,5.0,3.0,0.0,0.0,390,390,16,4,1,1,1,0,0,0.0,0,4.01,nan,ROK,732,3.0,2,1953,27.0,2,1954,1,1,1,nan,0.0,0.0,16,4,1,4.01,1
1345,nan,30.0,7,1954,30.0,7,1954,5.0,3.0,0.0,0.0,1,1,14,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,30.0,7,1954,30.0,7,1954,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1345,nan,30.0,7,1954,30.0,7,1954,5.0,3.0,0.0,0.0,1,1,14,4,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,30.0,7,1954,30.0,7,1954,1,1,1,nan,0.0,0.0,14,4,1,4.01,1
1346,nan,3.0,8,1955,3.0,12,1955,5.0,3.0,0.0,0.0,123,123,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,3.0,8,1955,3.0,12,1955,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1346,nan,3.0,8,1955,3.0,12,1955,5.0,3.0,0.0,0.0,123,123,15,4,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,3.0,8,1955,3.0,12,1955,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
1347,nan,1.0,1,1958,5.0,2,1959,5.0,3.0,0.0,0.0,401,401,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,1.0,1,1958,5.0,2,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1347,nan,1.0,1,1958,5.0,2,1959,5.0,3.0,0.0,0.0,401,401,15,4,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,1.0,1,1958,5.0,2,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
1349,nan,13.0,1,1961,13.0,1,1961,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,13.0,1,1961,13.0,1,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1349,nan,13.0,1,1961,13.0,1,1961,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,13.0,1,1961,13.0,1,1961,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
1350,nan,5.0,12,1958,5.0,1,1960,5.0,3.0,nan,nan,397,397,16,4,1,1,1,0,0,0.0,0,4.01,nan,LAO,812,5.0,12,1958,5.0,1,1960,0,0,0,nan,nan,nan,16,4,1,4.01,1
1350,nan,5.0,12,1958,5.0,1,1960,5.0,3.0,nan,nan,397,397,16,4,1,1,1,0,0,0.0,0,4.01,nan,DRV,816,5.0,12,1958,5.0,1,1960,1,1,3,nan,nan,nan,16,4,1,4.01,1
1351,nan,16.0,3,1966,25.0,4,1966,3.0,3.0,1.0,nan,41,41,17,4,1,1,2,0,0,0.0,0,4.01,nan,GHA,452,16.0,3,1966,16.0,3,1966,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
1351,nan,16.0,3,1966,25.0,4,1966,3.0,3.0,1.0,nan,41,41,17,4,1,1,2,0,0,0.0,0,4.01,nan,GUI,438,16.0,3,1966,25.0,4,1966,1,0,0,nan,1.0,nan,17,4,1,4.01,0
1351,nan,16.0,3,1966,25.0,4,1966,3.0,3.0,1.0,nan,41,41,17,4,1,1,2,0,0,0.0,0,4.01,nan,CDI,437,16.0,3,1966,25.0,4,1966,0,0,0,nan,1.0,nan,17,4,1,4.01,0
1352,nan,17.0,2,1967,25.0,9,1967,6.0,1.0,0.0,0.0,221,221,15,4,1,1,1,0,0,0.0,0,4.01,nan,GUI,438,17.0,2,1967,25.0,9,1967,1,0,0,nan,0.0,0.0,15,4,1,4.01,0
1352,nan,17.0,2,1967,25.0,9,1967,6.0,1.0,0.0,0.0,221,221,15,4,1,1,1,0,0,0.0,0,4.01,nan,CDI,437,17.0,2,1967,25.0,9,1967,0,0,0,nan,0.0,0.0,15,4,1,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,USA,2,12.0,5,1962,15.0,2,1973,0,0,0,nan,nan,nan,7,3,0,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,THI,800,13.0,2,1962,15.0,2,1973,0,0,0,nan,nan,nan,17,4,0,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,DRV,816,6.0,1,1962,15.0,2,1973,1,1,3,nan,nan,nan,16,4,1,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,LAO,812,6.0,1,1962,15.0,2,1973,0,0,0,nan,nan,nan,16,4,1,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,NEW,920,20.0,5,1962,20.0,11,1962,0,0,0,nan,0.0,0.0,7,3,0,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,UKG,200,20.0,5,1962,20.0,11,1962,0,0,0,nan,0.0,0.0,7,3,0,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,AUL,900,20.0,5,1962,20.0,11,1962,0,0,0,nan,0.0,0.0,7,3,0,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,USR,365,24.0,2,1962,24.0,5,1962,1,0,0,nan,0.0,0.0,7,3,0,4.01,0
1353,nan,6.0,1,1962,15.0,2,1973,6.0,1.0,nan,nan,4059,4059,17,4,1,3,6,0,0,0.0,0,4.01,nan,CHN,710,3.0,5,1962,nan,7,1964,1,0,0,nan,0.0,0.0,16,4,0,4.01,0
1360,nan,28.0,3,1969,16.0,10,1969,5.0,3.0,0.0,0.0,203,203,17,4,1,1,1,0,0,0.0,0,4.01,nan,CAM,811,28.0,3,1969,16.0,10,1969,0,1,2,nan,0.0,0.0,17,4,1,4.01,1
1360,nan,28.0,3,1969,16.0,10,1969,5.0,3.0,0.0,0.0,203,203,17,4,1,1,1,0,0,0.0,0,4.01,nan,DRV,816,28.0,3,1969,16.0,10,1969,1,0,0,nan,0.0,0.0,17,4,1,4.01,1
1361,nan,22.0,1,1964,26.0,1,1964,5.0,3.0,0.0,0.0,5,5,16,4,0,1,1,0,0,0.0,0,4.01,nan,BUI,516,22.0,1,1964,26.0,1,1964,0,1,3,nan,0.0,0.0,0,1,1,4.01,1
1361,nan,22.0,1,1964,26.0,1,1964,5.0,3.0,0.0,0.0,5,5,16,4,0,1,1,0,0,0.0,0,4.01,nan,RWA,517,22.0,1,1964,26.0,1,1964,1,1,3,nan,0.0,0.0,16,4,1,4.01,1
1362,nan,15.0,3,1973,29.0,6,1973,5.0,3.0,0.0,0.0,107,107,16,4,0,1,2,0,0,0.0,0,4.01,nan,RWA,517,15.0,3,1973,29.0,6,1973,0,1,3,nan,0.0,0.0,0,1,1,4.01,1
1362,nan,15.0,3,1973,29.0,6,1973,5.0,3.0,0.0,0.0,107,107,16,4,0,1,2,0,0,0.0,0,4.01,nan,TAZ,510,15.0,3,1973,29.0,6,1973,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1362,nan,15.0,3,1973,29.0,6,1973,5.0,3.0,0.0,0.0,107,107,16,4,0,1,2,0,0,0.0,0,4.01,nan,BUI,516,15.0,3,1973,29.0,6,1973,1,1,3,nan,0.0,0.0,16,4,1,4.01,1
1363,nan,16.0,12,1960,20.0,4,1961,5.0,1.0,nan,nan,126,126,17,4,1,3,3,0,0,0.0,0,4.01,nan,LAO,812,16.0,12,1960,20.0,4,1961,0,0,0,nan,nan,nan,17,4,1,4.01,1
1363,nan,16.0,12,1960,20.0,4,1961,5.0,1.0,nan,nan,126,126,17,4,1,3,3,0,0,0.0,0,4.01,nan,DRV,816,29.0,12,1960,20.0,4,1961,1,1,3,nan,nan,nan,16,4,0,4.01,1
1363,nan,16.0,12,1960,20.0,4,1961,5.0,1.0,nan,nan,126,126,17,4,1,3,3,0,0,0.0,0,4.01,nan,THI,800,20.0,4,1961,20.0,4,1961,0,0,0,nan,0.0,0.0,1,2,0,4.01,1
1363,nan,16.0,12,1960,20.0,4,1961,5.0,1.0,nan,nan,126,126,17,4,1,3,3,0,0,0.0,0,4.01,nan,CHN,710,2.0,4,1961,20.0,4,1961,1,0,0,nan,0.0,0.0,1,2,0,4.01,1
1363,nan,16.0,12,1960,20.0,4,1961,5.0,1.0,nan,nan,126,126,17,4,1,3,3,0,0,0.0,0,4.01,nan,USA,2,nan,1,1961,20.0,4,1961,0,0,0,nan,0.0,0.0,8,3,0,4.01,1
1363,nan,16.0,12,1960,20.0,4,1961,5.0,1.0,nan,nan,126,126,17,4,1,3,3,0,0,0.0,0,4.01,nan,USR,365,16.0,12,1960,20.0,4,1961,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
1364,nan,14.0,4,1972,14.0,4,1972,5.0,3.0,nan,nan,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,TAZ,510,14.0,4,1972,14.0,4,1972,0,0,0,nan,nan,nan,17,4,1,4.01,1
1364,nan,14.0,4,1972,14.0,4,1972,5.0,3.0,nan,nan,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,POR,235,14.0,4,1972,14.0,4,1972,1,1,2,nan,nan,nan,17,4,1,4.01,1
1366,nan,15.0,5,1965,26.0,5,1965,7.0,1.0,0.0,0.0,12,12,15,4,0,1,1,0,0,0.0,0,4.01,nan,UGA,500,15.0,5,1965,26.0,5,1965,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
1366,nan,15.0,5,1965,26.0,5,1965,7.0,1.0,0.0,0.0,12,12,15,4,0,1,1,0,0,0.0,0,4.01,nan,KEN,501,15.0,5,1965,26.0,5,1965,1,1,2,nan,0.0,0.0,15,4,1,4.01,0
1367,nan,13.0,2,1973,13.0,2,1973,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,KEN,501,13.0,2,1973,13.0,2,1973,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1367,nan,13.0,2,1973,13.0,2,1973,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,UGA,500,13.0,2,1973,13.0,2,1973,1,1,1,nan,0.0,0.0,16,4,1,4.01,1
1368,nan,18.0,2,1976,27.0,8,1976,5.0,3.0,nan,nan,192,192,17,4,1,1,1,0,0,0.0,0,4.01,nan,KEN,501,18.0,2,1976,27.0,8,1976,0,0,0,nan,nan,nan,17,4,1,4.01,1
1368,nan,18.0,2,1976,27.0,8,1976,5.0,3.0,nan,nan,192,192,17,4,1,1,1,0,0,0.0,0,4.01,nan,UGA,500,18.0,2,1976,27.0,8,1976,1,1,1,nan,nan,nan,17,4,1,4.01,1
1369,nan,29.0,8,1959,29.0,8,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,MYA,775,29.0,8,1959,29.0,8,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1369,nan,29.0,8,1959,29.0,8,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,PAK,770,29.0,8,1959,29.0,8,1959,1,0,0,nan,0.0,0.0,16,4,1,4.01,1
1374,nan,nan,1,1950,23.0,5,1953,5.0,3.0,4.0,nan,1239,1209,17,4,1,1,1,0,0,0.0,0,4.01,nan,TAW,713,nan,1,1950,23.0,5,1953,1,0,0,nan,3.0,nan,14,4,1,4.01,1
1374,nan,nan,1,1950,23.0,5,1953,5.0,3.0,4.0,nan,1239,1209,17,4,1,1,1,0,0,0.0,0,4.01,nan,MYA,775,nan,1,1950,23.0,5,1953,0,0,0,nan,3.0,nan,17,4,1,4.01,1
1376,nan,7.0,7,1975,16.0,11,1975,6.0,1.0,nan,nan,133,133,17,4,1,1,1,0,0,0.0,0,4.01,nan,LAO,812,7.0,7,1975,16.0,11,1975,0,0,0,nan,nan,nan,17,4,1,4.01,0
1376,nan,7.0,7,1975,16.0,11,1975,6.0,1.0,nan,nan,133,133,17,4,1,1,1,0,0,0.0,0,4.01,nan,THI,800,7.0,7,1975,16.0,11,1975,1,0,0,nan,nan,nan,17,4,1,4.01,0
1378,nan,1.0,3,1967,18.0,8,1967,5.0,3.0,2.0,nan,171,171,17,4,1,1,2,0,0,0.0,0,4.01,nan,ETH,530,1.0,3,1967,18.0,8,1967,0,0,0,nan,nan,nan,7,3,1,4.01,1
1378,nan,1.0,3,1967,18.0,8,1967,5.0,3.0,2.0,nan,171,171,17,4,1,1,2,0,0,0.0,0,4.01,nan,SOM,520,1.0,3,1967,18.0,8,1967,1,1,1,nan,2.0,nan,17,4,1,4.01,1
1378,nan,1.0,3,1967,18.0,8,1967,5.0,3.0,2.0,nan,171,171,17,4,1,1,2,0,0,0.0,0,4.01,nan,KEN,501,1.0,3,1967,18.0,8,1967,0,0,0,nan,2.0,nan,17,4,1,4.01,1
1379,nan,9.0,8,1964,19.0,10,1969,5.0,3.0,4.0,nan,1898,1898,17,4,1,2,1,0,0,0.0,0,4.01,nan,USA,2,9.0,8,1964,19.0,10,1969,1,0,0,nan,2.0,nan,17,4,1,4.01,1
1379,nan,9.0,8,1964,19.0,10,1969,5.0,3.0,4.0,nan,1898,1898,17,4,1,2,1,0,0,0.0,0,4.01,nan,PRK,731,9.0,8,1964,19.0,10,1969,0,1,3,nan,3.0,nan,17,4,1,4.01,1
1379,nan,9.0,8,1964,19.0,10,1969,5.0,3.0,4.0,nan,1898,1898,17,4,1,2,1,0,0,0.0,0,4.01,nan,ROK,732,9.0,8,1964,19.0,10,1969,1,1,3,nan,3.0,nan,16,4,1,4.01,1
1380,nan,27.0,1,1971,25.0,12,1971,5.0,3.0,3.0,nan,333,333,17,4,1,1,1,0,0,0.0,0,4.01,nan,TAZ,510,27.0,1,1971,25.0,12,1971,0,0,0,nan,2.0,nan,17,4,1,4.01,1
1380,nan,27.0,1,1971,25.0,12,1971,5.0,3.0,3.0,nan,333,333,17,4,1,1,1,0,0,0.0,0,4.01,nan,UGA,500,27.0,1,1971,25.0,12,1971,1,1,1,nan,2.0,nan,17,4,1,4.01,1
1381,nan,18.0,9,1972,28.0,3,1973,5.0,1.0,2.0,nan,192,192,16,4,1,2,1,0,0,0.0,0,4.01,nan,LIB,620,22.0,9,1972,28.0,11,1972,1,0,0,nan,0.0,0.0,7,3,0,4.01,1
1381,nan,18.0,9,1972,28.0,3,1973,5.0,1.0,2.0,nan,192,192,16,4,1,2,1,0,0,0.0,0,4.01,nan,UGA,500,18.0,9,1972,28.0,3,1973,1,1,1,nan,2.0,nan,16,4,1,4.01,1
1381,nan,18.0,9,1972,28.0,3,1973,5.0,1.0,2.0,nan,192,192,16,4,1,2,1,0,0,0.0,0,4.01,nan,TAZ,510,18.0,9,1972,28.0,3,1973,0,0,0,nan,2.0,nan,16,4,1,4.01,1
1382,nan,14.0,7,1974,7.0,9,1975,5.0,3.0,0.0,0.0,421,421,17,4,1,1,3,0,0,0.0,0,4.01,nan,SUD,625,14.0,7,1974,14.0,7,1974,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1382,nan,14.0,7,1974,7.0,9,1975,5.0,3.0,0.0,0.0,421,421,17,4,1,1,3,0,0,0.0,0,4.01,nan,ZAM,551,14.0,7,1974,7.0,9,1975,0,0,0,nan,0.0,0.0,7,3,1,4.01,1
1382,nan,14.0,7,1974,7.0,9,1975,5.0,3.0,0.0,0.0,421,421,17,4,1,1,3,0,0,0.0,0,4.01,nan,UGA,500,14.0,7,1974,7.0,9,1975,1,1,1,nan,0.0,0.0,17,4,1,4.01,1
1382,nan,14.0,7,1974,7.0,9,1975,5.0,3.0,0.0,0.0,421,421,17,4,1,1,3,0,0,0.0,0,4.01,nan,TAZ,510,14.0,7,1974,7.0,9,1975,0,0,0,nan,0.0,0.0,17,4,1,4.01,1
1385,nan,25.0,11,1969,nan,4,1971,5.0,3.0,0.0,0.0,522,493,16,4,1,1,2,0,0,0.0,0,4.01,nan,SEN,433,25.0,11,1969,nan,4,1971,0,0,0,nan,0.0,0.0,12,3,1,4.01,1
1385,nan,25.0,11,1969,nan,4,1971,5.0,3.0,0.0,0.0,522,493,16,4,1,1,2,0,0,0.0,0,4.01,nan,GUI,438,11.0,2,1970,14.0,2,1970,0,0,0,nan,0.0,0.0,12,3,0,4.01,1
1385,nan,25.0,11,1969,nan,4,1971,5.0,3.0,0.0,0.0,522,493,16,4,1,1,2,0,0,0.0,0,4.01,nan,POR,235,25.0,11,1969,nan,4,1971,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
1386,nan,20.0,1,1973,20.0,1,1973,5.0,3.0,0.0,0.0,1,1,12,3,1,1,1,0,0,0.0,0,4.01,nan,GUI,438,20.0,1,1973,20.0,1,1973,0,1,2,nan,0.0,0.0,7,3,1,4.01,1
1386,nan,20.0,1,1973,20.0,1,1973,5.0,3.0,0.0,0.0,1,1,12,3,1,1,1,0,0,0.0,0,4.01,nan,POR,235,20.0,1,1973,20.0,1,1973,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
1387,nan,nan,12,1961,nan,12,1961,5.0,3.0,0.0,0.0,31,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,SEN,433,nan,12,1961,nan,12,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1387,nan,nan,12,1961,nan,12,1961,5.0,3.0,0.0,0.0,31,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,POR,235,nan,12,1961,nan,12,1961,1,1,2,nan,0.0,0.0,12,3,1,4.01,1
1388,nan,8.0,4,1963,17.0,4,1963,5.0,3.0,0.0,0.0,10,10,16,4,0,1,1,0,0,0.0,0,4.01,nan,SEN,433,8.0,4,1963,17.0,4,1963,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
1388,nan,8.0,4,1963,17.0,4,1963,5.0,3.0,0.0,0.0,10,10,16,4,0,1,1,0,0,0.0,0,4.01,nan,POR,235,8.0,4,1963,17.0,4,1963,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
1389,nan,26.0,5,1972,26.0,5,1972,5.0,3.0,1.0,nan,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,POR,235,26.0,5,1972,26.0,5,1972,1,1,2,nan,0.0,0.0,17,4,1,4.01,1
1389,nan,26.0,5,1972,26.0,5,1972,5.0,3.0,1.0,nan,1,1,17,4,1,1,1,0,0,0.0,0,4.01,nan,SEN,433,26.0,5,1972,26.0,5,1972,0,0,0,nan,1.0,nan,17,4,1,4.01,1
1390,nan,24.0,12,1972,14.0,6,1973,7.0,3.0,0.0,0.0,173,173,16,4,0,1,1,0,0,0.0,0,4.01,nan,ZAM,551,24.0,12,1972,14.0,6,1973,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
1390,nan,24.0,12,1972,14.0,6,1973,7.0,3.0,0.0,0.0,173,173,16,4,0,1,1,0,0,0.0,0,4.01,nan,POR,235,24.0,12,1972,14.0,6,1973,1,1,2,nan,0.0,0.0,16,4,1,4.01,0
1391,nan,3.0,3,1971,12.0,4,1971,7.0,3.0,0.0,0.0,41,41,15,4,1,1,1,0,0,0.0,0,4.01,nan,ZAM,551,3.0,3,1971,12.0,4,1971,0,0,0,nan,0.0,0.0,1,2,1,4.01,0
1391,nan,3.0,3,1971,12.0,4,1971,7.0,3.0,0.0,0.0,41,41,15,4,1,1,1,0,0,0.0,0,4.01,nan,POR,235,3.0,3,1971,12.0,4,1971,1,1,2,nan,0.0,0.0,15,4,1,4.01,0
1392,nan,18.0,5,1966,7.0,8,1969,5.0,1.0,0.0,0.0,1178,1178,17,4,1,1,1,0,0,0.0,0,4.01,nan,ZAM,551,18.0,5,1966,7.0,8,1969,0,0,0,nan,0.0,0.0,17,4,1,4.01,1
1392,nan,18.0,5,1966,7.0,8,1969,5.0,1.0,0.0,0.0,1178,1178,17,4,1,1,1,0,0,0.0,0,4.01,nan,POR,235,18.0,5,1966,7.0,8,1969,1,1,2,nan,0.0,0.0,17,4,1,4.01,1
1396,nan,1.0,10,1974,20.0,11,1974,5.0,3.0,0.0,0.0,51,51,17,4,1,2,1,0,0,0.0,0,4.01,nan,SAF,560,20.0,11,1974,20.0,11,1974,1,0,0,nan,0.0,0.0,17,4,0,4.01,1
1396,nan,1.0,10,1974,20.0,11,1974,5.0,3.0,0.0,0.0,51,51,17,4,1,2,1,0,0,0.0,0,4.01,nan,ZAM,551,1.0,10,1974,20.0,11,1974,0,1,3,nan,0.0,0.0,17,4,1,4.01,1
1396,nan,1.0,10,1974,20.0,11,1974,5.0,3.0,0.0,0.0,51,51,17,4,1,2,1,0,0,0.0,0,4.01,nan,ZIM,552,1.0,10,1974,20.0,11,1974,1,0,0,nan,0.0,0.0,16,4,1,4.01,1
