DispNum3,DispNum4_A,StDay_A,StMon_A,StYear_A,EndDay_A,EndMon_A,EndYear_A,Outcome,Settle,Fatality_A,FatalPre,MaxDur,MinDur,HiAct_A,HostLev_A,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version_A,DispNum4_B,StAbb,ccode,StDay_B,StMon_B,StYear_B,EndDay_B,EndMon_B,EndYear_B,SideA,RevState,RevType1,RevType2,Fatality_B,FataPre,HiAct_B,HostLev_B,Orig,Version_B,Stalemate
2834,nan,6.0,12,1987,2.0,7,1988,5.0,3.0,0.0,0.0,210,210,16,4,1,1,2,0,0,0.0,0,4.01,nan,DEN,390,6.0,12,1987,2.0,7,1988,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2834,nan,6.0,12,1987,2.0,7,1988,5.0,3.0,0.0,0.0,210,210,16,4,1,1,2,0,0,0.0,0,4.01,nan,USA,2,2.0,7,1988,2.0,7,1988,0,0,0,nan,0.0,0.0,16,4,0,4.01,1
2834,nan,6.0,12,1987,2.0,7,1988,5.0,3.0,0.0,0.0,210,210,16,4,1,1,2,0,0,0.0,0,4.01,nan,IRN,630,6.0,12,1987,2.0,7,1988,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2835,nan,nan,8,1878,nan,8,1878,5.0,3.0,0.0,0.0,31,1,10,3,0,1,1,0,0,0.0,0,4.01,nan,GRC,350,nan,8,1878,nan,8,1878,0,1,1,nan,0.0,0.0,0,1,1,4.01,1
2835,nan,nan,8,1878,nan,8,1878,5.0,3.0,0.0,0.0,31,1,10,3,0,1,1,0,0,0.0,0,4.01,nan,TUR,640,nan,8,1878,nan,8,1878,1,0,0,nan,0.0,0.0,10,3,1,4.01,1
2836,nan,25.0,5,1885,7.0,6,1886,3.0,3.0,nan,nan,379,379,17,4,1,1,1,0,0,0.0,0,4.01,nan,TUR,640,25.0,5,1885,7.0,6,1886,0,0,0,nan,nan,nan,17,4,1,4.01,0
2836,nan,25.0,5,1885,7.0,6,1886,3.0,3.0,nan,nan,379,379,17,4,1,1,1,0,0,0.0,0,4.01,nan,GRC,350,25.0,5,1885,7.0,6,1886,1,1,1,nan,nan,nan,17,4,1,4.01,0
2837,nan,18.0,5,1896,6.0,7,1896,5.0,3.0,0.0,0.0,50,50,7,3,0,6,1,0,0,0.0,0,4.01,nan,GRC,350,18.0,5,1896,6.0,7,1896,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2837,nan,18.0,5,1896,6.0,7,1896,5.0,3.0,0.0,0.0,50,50,7,3,0,6,1,0,0,0.0,0,4.01,nan,USR,365,18.0,5,1896,6.0,7,1896,1,1,2,nan,0.0,0.0,7,3,1,4.01,1
2837,nan,18.0,5,1896,6.0,7,1896,5.0,3.0,0.0,0.0,50,50,7,3,0,6,1,0,0,0.0,0,4.01,nan,GMY,255,18.0,5,1896,6.0,7,1896,1,1,2,nan,0.0,0.0,7,3,1,4.01,1
2837,nan,18.0,5,1896,6.0,7,1896,5.0,3.0,0.0,0.0,50,50,7,3,0,6,1,0,0,0.0,0,4.01,nan,FRN,220,18.0,5,1896,6.0,7,1896,1,1,2,nan,0.0,0.0,7,3,1,4.01,1
2837,nan,18.0,5,1896,6.0,7,1896,5.0,3.0,0.0,0.0,50,50,7,3,0,6,1,0,0,0.0,0,4.01,nan,AUH,300,18.0,5,1896,6.0,7,1896,1,1,2,nan,0.0,0.0,7,3,1,4.01,1
2837,nan,18.0,5,1896,6.0,7,1896,5.0,3.0,0.0,0.0,50,50,7,3,0,6,1,0,0,0.0,0,4.01,nan,UKG,200,18.0,5,1896,6.0,7,1896,1,1,2,nan,0.0,0.0,7,3,1,4.01,1
2837,nan,18.0,5,1896,6.0,7,1896,5.0,3.0,0.0,0.0,50,50,7,3,0,6,1,0,0,0.0,0,4.01,nan,ITA,325,18.0,5,1896,6.0,7,1896,1,1,2,nan,0.0,0.0,7,3,1,4.01,1
2838,nan,14.0,2,1959,14.0,2,1959,5.0,3.0,0.0,0.0,1,1,8,3,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,14.0,2,1959,14.0,2,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2838,nan,14.0,2,1959,14.0,2,1959,5.0,3.0,0.0,0.0,1,1,8,3,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,14.0,2,1959,14.0,2,1959,1,1,2,nan,0.0,0.0,8,3,1,4.01,1
2839,nan,16.0,11,1959,16.0,11,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,16.0,11,1959,16.0,11,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2839,nan,16.0,11,1959,16.0,11,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,16.0,11,1959,16.0,11,1959,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2840,nan,17.0,1,1948,6.0,3,1948,5.0,3.0,0.0,0.0,50,50,16,4,1,2,2,0,0,0.0,0,4.01,nan,NOR,385,4.0,3,1948,4.0,3,1948,1,0,0,nan,0.0,0.0,0,1,0,4.01,1
2840,nan,17.0,1,1948,6.0,3,1948,5.0,3.0,0.0,0.0,50,50,16,4,1,2,2,0,0,0.0,0,4.01,nan,ARG,160,17.0,1,1948,6.0,3,1948,0,1,1,nan,0.0,0.0,7,3,1,4.01,1
2840,nan,17.0,1,1948,6.0,3,1948,5.0,3.0,0.0,0.0,50,50,16,4,1,2,2,0,0,0.0,0,4.01,nan,UKG,200,17.0,1,1948,6.0,3,1948,1,0,0,nan,0.0,0.0,7,3,1,4.01,1
2840,nan,17.0,1,1948,6.0,3,1948,5.0,3.0,0.0,0.0,50,50,16,4,1,2,2,0,0,0.0,0,4.01,nan,CHL,155,17.0,1,1948,6.0,3,1948,0,1,1,nan,0.0,0.0,16,4,1,4.01,1
2841,nan,13.0,6,1959,13.0,6,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,THI,800,13.0,6,1959,13.0,6,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2841,nan,13.0,6,1959,13.0,6,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,MYA,775,13.0,6,1959,13.0,6,1959,1,0,0,nan,0.0,0.0,16,4,1,4.01,1
2842,nan,21.0,12,1956,21.0,12,1956,5.0,3.0,0.0,0.0,1,1,12,3,1,1,1,0,0,0.0,0,4.01,nan,IND,750,21.0,12,1956,21.0,12,1956,0,1,1,nan,0.0,0.0,1,2,1,4.01,1
2842,nan,21.0,12,1956,21.0,12,1956,5.0,3.0,0.0,0.0,1,1,12,3,1,1,1,0,0,0.0,0,4.01,nan,POR,235,21.0,12,1956,21.0,12,1956,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
2843,nan,19.0,4,1956,19.0,4,1956,5.0,3.0,0.0,0.0,1,1,16,4,1,1,1,0,0,0.0,0,4.01,nan,USA,2,19.0,4,1956,19.0,4,1956,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
2843,nan,19.0,4,1956,19.0,4,1956,5.0,3.0,0.0,0.0,1,1,16,4,1,1,1,0,0,0.0,0,4.01,nan,EGY,651,19.0,4,1956,19.0,4,1956,0,1,2,nan,0.0,0.0,16,4,1,4.01,1
2844,nan,13.0,2,1956,13.0,2,1956,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,SAU,670,13.0,2,1956,13.0,2,1956,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2844,nan,13.0,2,1956,13.0,2,1956,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,UKG,200,13.0,2,1956,13.0,2,1956,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
2845,nan,13.0,12,1957,18.0,12,1957,5.0,3.0,0.0,0.0,6,6,15,4,1,1,1,0,0,0.0,0,4.01,nan,USA,2,13.0,12,1957,18.0,12,1957,0,1,2,nan,0.0,0.0,1,2,1,4.01,1
2845,nan,13.0,12,1957,18.0,12,1957,5.0,3.0,0.0,0.0,6,6,15,4,1,1,1,0,0,0.0,0,4.01,nan,CHL,155,13.0,12,1957,18.0,12,1957,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2846,nan,8.0,6,1957,8.0,6,1957,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,ITA,325,8.0,6,1957,8.0,6,1957,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2846,nan,8.0,6,1957,8.0,6,1957,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,ALB,339,8.0,6,1957,8.0,6,1957,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2847,nan,24.0,3,1955,19.0,11,1957,5.0,3.0,0.0,0.0,972,972,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,24.0,3,1955,19.0,11,1957,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2847,nan,24.0,3,1955,19.0,11,1957,5.0,3.0,0.0,0.0,972,972,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,24.0,3,1955,19.0,11,1957,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2848,nan,14.0,4,1957,14.0,4,1957,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,14.0,4,1957,14.0,4,1957,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2848,nan,14.0,4,1957,14.0,4,1957,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,NOR,385,14.0,4,1957,14.0,4,1957,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2849,nan,29.0,7,1957,29.0,7,1957,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,CZE,315,29.0,7,1957,29.0,7,1957,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2849,nan,29.0,7,1957,29.0,7,1957,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,USA,2,29.0,7,1957,29.0,7,1957,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
2850,nan,19.0,3,1957,19.0,3,1957,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,IND,750,19.0,3,1957,19.0,3,1957,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2850,nan,19.0,3,1957,19.0,3,1957,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,PAK,770,19.0,3,1957,19.0,3,1957,1,1,2,nan,0.0,0.0,12,3,1,4.01,1
2852,nan,4.0,6,1958,5.0,10,1958,5.0,3.0,0.0,0.0,124,124,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,4.0,6,1958,5.0,10,1958,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2852,nan,4.0,6,1958,5.0,10,1958,5.0,3.0,0.0,0.0,124,124,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,4.0,6,1958,5.0,10,1958,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2853,nan,7.0,5,1958,7.0,5,1958,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,7.0,5,1958,7.0,5,1958,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2853,nan,7.0,5,1958,7.0,5,1958,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,CHN,710,7.0,5,1958,7.0,5,1958,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2854,nan,8.0,6,1958,19.0,7,1958,7.0,3.0,0.0,0.0,42,42,15,4,1,1,1,0,0,0.0,0,4.01,nan,USA,2,8.0,6,1958,19.0,7,1958,1,0,0,nan,0.0,0.0,12,3,1,4.01,0
2854,nan,8.0,6,1958,19.0,7,1958,7.0,3.0,0.0,0.0,42,42,15,4,1,1,1,0,0,0.0,0,4.01,nan,GDR,265,8.0,6,1958,19.0,7,1958,0,1,2,nan,0.0,0.0,15,4,1,4.01,0
2855,nan,2.0,6,1958,30.0,6,1958,7.0,3.0,0.0,0.0,29,29,15,4,1,1,1,0,0,0.0,0,4.01,nan,BEL,211,2.0,6,1958,30.0,6,1958,1,0,0,nan,0.0,0.0,12,3,1,4.01,0
2855,nan,2.0,6,1958,30.0,6,1958,7.0,3.0,0.0,0.0,29,29,15,4,1,1,1,0,0,0.0,0,4.01,nan,GDR,265,2.0,6,1958,30.0,6,1958,0,1,2,nan,0.0,0.0,15,4,1,4.01,0
2856,nan,16.0,4,1958,17.0,4,1958,5.0,3.0,0.0,0.0,2,2,16,4,0,1,2,0,0,0.0,0,4.01,nan,FRN,220,16.0,4,1958,17.0,4,1958,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2856,nan,16.0,4,1958,17.0,4,1958,5.0,3.0,0.0,0.0,2,2,16,4,0,1,2,0,0,0.0,0,4.01,nan,ITA,325,16.0,4,1958,17.0,4,1958,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2856,nan,16.0,4,1958,17.0,4,1958,5.0,3.0,0.0,0.0,2,2,16,4,0,1,2,0,0,0.0,0,4.01,nan,SYR,652,16.0,4,1958,17.0,4,1958,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2857,nan,7.0,1,1958,10.0,1,1958,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01,nan,USA,2,7.0,1,1958,10.0,1,1958,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
2857,nan,7.0,1,1958,10.0,1,1958,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01,nan,ALB,339,7.0,1,1958,10.0,1,1958,1,1,2,nan,0.0,0.0,15,4,1,4.01,0
2858,nan,1.0,1,1958,4.0,1,1958,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01,nan,UKG,200,1.0,1,1958,4.0,1,1958,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
2858,nan,1.0,1,1958,4.0,1,1958,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01,nan,ALB,339,1.0,1,1958,4.0,1,1958,1,1,2,nan,0.0,0.0,15,4,1,4.01,0
2859,nan,20.0,3,1959,11.0,5,1959,7.0,3.0,0.0,0.0,53,53,15,4,0,1,1,0,0,0.0,0,4.01,nan,TAW,713,20.0,3,1959,11.0,5,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
2859,nan,20.0,3,1959,11.0,5,1959,7.0,3.0,0.0,0.0,53,53,15,4,0,1,1,0,0,0.0,0,4.01,nan,CHN,710,20.0,3,1959,11.0,5,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,0
2860,nan,28.0,3,1959,28.0,3,1959,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01,nan,USR,365,28.0,3,1959,28.0,3,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2860,nan,28.0,3,1959,28.0,3,1959,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01,nan,BRA,140,28.0,3,1959,28.0,3,1959,1,1,2,nan,0.0,0.0,1,2,1,4.01,1
2861,nan,27.0,1,1959,24.0,8,1959,5.0,3.0,0.0,0.0,210,210,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,27.0,1,1959,24.0,8,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2861,nan,27.0,1,1959,24.0,8,1959,5.0,3.0,0.0,0.0,210,210,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,27.0,1,1959,24.0,8,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2862,nan,28.0,2,1959,28.0,2,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,CHN,710,28.0,2,1959,28.0,2,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2862,nan,28.0,2,1959,28.0,2,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,RVN,817,28.0,2,1959,28.0,2,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2863,nan,28.0,2,1959,6.0,3,1959,7.0,3.0,0.0,0.0,7,7,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,28.0,2,1959,6.0,3,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
2863,nan,28.0,2,1959,6.0,3,1959,7.0,3.0,0.0,0.0,7,7,15,4,0,1,1,0,0,0.0,0,4.01,nan,PHI,840,28.0,2,1959,6.0,3,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,0
2864,nan,14.0,2,1959,14.0,2,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,DEN,390,14.0,2,1959,14.0,2,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2864,nan,14.0,2,1959,14.0,2,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,14.0,2,1959,14.0,2,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2865,nan,27.0,8,1958,5.0,6,1959,5.0,3.0,0.0,0.0,283,283,16,4,1,1,1,0,0,0.0,0,4.01,nan,ICE,395,27.0,8,1958,5.0,6,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2865,nan,27.0,8,1958,5.0,6,1959,5.0,3.0,0.0,0.0,283,283,16,4,1,1,1,0,0,0.0,0,4.01,nan,UKG,200,27.0,8,1958,5.0,6,1959,0,0,0,nan,0.0,0.0,16,4,1,4.01,1
2866,nan,11.0,1,1959,11.0,1,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,LEB,660,11.0,1,1959,11.0,1,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2866,nan,11.0,1,1959,11.0,1,1959,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,ISR,666,11.0,1,1959,11.0,1,1959,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2867,nan,17.0,12,1959,17.0,12,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,USA,2,17.0,12,1959,17.0,12,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2867,nan,17.0,12,1959,17.0,12,1959,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,DOM,42,17.0,12,1959,17.0,12,1959,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2869,nan,10.0,4,1959,12.0,4,1959,7.0,3.0,0.0,0.0,3,3,16,4,1,1,1,0,0,0.0,0,4.01,nan,IND,750,10.0,4,1959,12.0,4,1959,1,0,0,nan,0.0,0.0,12,3,1,4.01,0
2869,nan,10.0,4,1959,12.0,4,1959,7.0,3.0,0.0,0.0,3,3,16,4,1,1,1,0,0,0.0,0,4.01,nan,PAK,770,10.0,4,1959,12.0,4,1959,0,0,0,nan,0.0,0.0,16,4,1,4.01,0
2870,nan,19.0,3,1959,20.0,3,1959,7.0,3.0,0.0,0.0,2,2,16,4,1,1,1,0,0,0.0,0,4.01,nan,USA,2,19.0,3,1959,20.0,3,1959,1,0,0,nan,0.0,0.0,12,3,1,4.01,0
2870,nan,19.0,3,1959,20.0,3,1959,7.0,3.0,0.0,0.0,2,2,16,4,1,1,1,0,0,0.0,0,4.01,nan,SWZ,225,19.0,3,1959,20.0,3,1959,0,0,0,nan,0.0,0.0,16,4,1,4.01,0
2871,nan,16.0,3,1959,18.0,6,1959,5.0,3.0,0.0,0.0,95,95,12,3,0,1,1,0,0,0.0,0,4.01,nan,IRN,630,16.0,3,1959,18.0,6,1959,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2871,nan,16.0,3,1959,18.0,6,1959,5.0,3.0,0.0,0.0,95,95,12,3,0,1,1,0,0,0.0,0,4.01,nan,USR,365,16.0,3,1959,18.0,6,1959,1,1,2,nan,0.0,0.0,12,3,1,4.01,1
2873,nan,16.0,7,1960,7.0,9,1960,5.0,3.0,0.0,0.0,54,54,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,16.0,7,1960,7.0,9,1960,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2873,nan,16.0,7,1960,7.0,9,1960,5.0,3.0,0.0,0.0,54,54,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,16.0,7,1960,7.0,9,1960,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2874,nan,8.0,5,1960,8.0,5,1960,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,8.0,5,1960,8.0,5,1960,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2874,nan,8.0,5,1960,8.0,5,1960,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,8.0,5,1960,8.0,5,1960,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2875,nan,28.0,2,1960,30.0,6,1960,5.0,3.0,0.0,0.0,124,124,16,4,1,1,1,0,0,0.0,0,4.01,nan,UKG,200,28.0,2,1960,30.0,6,1960,0,0,0,nan,0.0,0.0,16,4,1,4.01,1
2875,nan,28.0,2,1960,30.0,6,1960,5.0,3.0,0.0,0.0,124,124,16,4,1,1,1,0,0,0.0,0,4.01,nan,ICE,395,28.0,2,1960,30.0,6,1960,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2876,nan,8.0,10,1960,8.0,10,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,AUS,305,8.0,10,1960,8.0,10,1960,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2876,nan,8.0,10,1960,8.0,10,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,USA,2,8.0,10,1960,8.0,10,1960,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
2877,nan,25.0,9,1960,25.0,9,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,ITA,325,25.0,9,1960,25.0,9,1960,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2877,nan,25.0,9,1960,25.0,9,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,AUS,305,25.0,9,1960,25.0,9,1960,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
2878,nan,25.0,9,1960,25.0,9,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,HUN,310,25.0,9,1960,25.0,9,1960,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2878,nan,25.0,9,1960,25.0,9,1960,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,AUS,305,25.0,9,1960,25.0,9,1960,1,0,0,nan,0.0,0.0,12,3,1,4.01,1
2880,nan,3.0,11,1961,3.0,11,1961,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,MOR,600,3.0,11,1961,3.0,11,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2880,nan,3.0,11,1961,3.0,11,1961,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,nan,SPN,230,3.0,11,1961,3.0,11,1961,1,1,2,nan,0.0,0.0,16,4,1,4.01,1
2882,nan,11.0,6,1961,18.0,8,1961,5.0,3.0,0.0,0.0,69,69,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,11.0,6,1961,18.0,8,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2882,nan,11.0,6,1961,18.0,8,1961,5.0,3.0,0.0,0.0,69,69,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,11.0,6,1961,18.0,8,1961,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2883,nan,30.0,5,1961,31.0,5,1961,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01,nan,UKG,200,30.0,5,1961,31.0,5,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,0
2883,nan,30.0,5,1961,31.0,5,1961,7.0,3.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01,nan,DEN,390,30.0,5,1961,31.0,5,1961,1,1,2,nan,0.0,0.0,15,4,1,4.01,0
2884,nan,4.0,4,1961,4.0,4,1961,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,CHN,710,4.0,4,1961,4.0,4,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2884,nan,4.0,4,1961,4.0,4,1961,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,RVN,817,4.0,4,1961,4.0,4,1961,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2885,nan,15.0,12,1960,13.0,4,1961,5.0,3.0,0.0,0.0,120,120,12,3,0,1,1,0,0,0.0,0,4.01,nan,IND,750,15.0,12,1960,13.0,4,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2885,nan,15.0,12,1960,13.0,4,1961,5.0,3.0,0.0,0.0,120,120,12,3,0,1,1,0,0,0.0,0,4.01,nan,PAK,770,15.0,12,1960,13.0,4,1961,1,1,1,nan,0.0,0.0,12,3,1,4.01,1
2887,nan,19.0,1,1961,19.0,1,1961,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,SPN,230,19.0,1,1961,19.0,1,1961,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2887,nan,19.0,1,1961,19.0,1,1961,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,MOR,600,19.0,1,1961,19.0,1,1961,1,1,1,nan,0.0,0.0,12,3,1,4.01,1
2888,nan,21.0,6,1962,8.0,9,1962,5.0,3.0,0.0,0.0,80,80,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,21.0,6,1962,8.0,9,1962,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2888,nan,21.0,6,1962,8.0,9,1962,5.0,3.0,0.0,0.0,80,80,15,4,0,1,1,0,0,0.0,0,4.01,nan,USR,365,21.0,6,1962,8.0,9,1962,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2889,nan,13.0,5,1962,13.0,5,1962,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,JPN,740,13.0,5,1962,13.0,5,1962,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2889,nan,13.0,5,1962,13.0,5,1962,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,nan,ROK,732,13.0,5,1962,13.0,5,1962,1,1,2,nan,0.0,0.0,15,4,1,4.01,1
2890,nan,11.0,3,1962,11.0,3,1962,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,GUI,438,11.0,3,1962,11.0,3,1962,0,0,0,nan,0.0,0.0,0,1,1,4.01,1
2890,nan,11.0,3,1962,11.0,3,1962,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01,nan,POR,235,11.0,3,1962,11.0,3,1962,1,1,2,nan,0.0,0.0,12,3,1,4.01,1
