,DispNum3,DispNum4,StDay,StMon,StYear,EndDay,EndMon,EndYear,Outcome,Settle,Fatality,FatalPre,MaxDur,MinDur,HiAct,HostLev,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version
699,1656,,19.0,2,1915,11.0,11,1918,,3.0,0.0,0.0,1362,1362,16,4,0,1,1,0,0,0.0,0,4.01
700,1659,,6.0,11,1915,,7,1916,5.0,3.0,0.0,0.0,269,239,1,2,0,1,5,0,0,0.0,0,4.01
701,1660,,,2,1917,,5,1917,7.0,1.0,0.0,0.0,120,63,15,4,0,2,1,0,0,0.0,0,4.01
702,1661,,5.0,10,1914,27.0,8,1918,,3.0,0.0,0.0,1423,1423,16,4,0,1,1,0,0,0.0,0,4.01
703,1665,,6.0,1,1921,6.0,1,1921,4.0,1.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
704,1666,,,5,1921,,5,1921,5.0,3.0,0.0,0.0,31,1,7,3,0,1,1,0,0,0.0,0,4.01
705,1668,,,11,1922,,9,1923,4.0,1.0,0.0,0.0,334,276,13,4,0,1,1,0,0,0.0,0,4.01
706,1669,,,1,1923,,7,1923,1.0,2.0,0.0,0.0,212,152,14,4,0,1,1,0,0,0.0,0,4.01
707,1670,,,12,1925,19.0,1,1926,5.0,3.0,0.0,0.0,50,20,7,3,0,1,1,0,0,0.0,0,4.01
708,1671,,1.0,12,1926,15.0,1,1927,5.0,3.0,0.0,0.0,46,46,7,3,0,1,1,0,0,0.0,0,4.01
709,1672,,28.0,10,1927,31.0,10,1927,6.0,1.0,0.0,0.0,4,4,7,3,0,1,3,0,0,0.0,0,4.01
710,1674,,8.0,2,1927,30.0,4,1927,5.0,3.0,0.0,0.0,82,82,15,4,1,1,1,0,0,0.0,0,4.01
711,1677,,,7,1933,,1,1934,4.0,3.0,0.0,0.0,215,155,13,4,1,1,1,0,0,0.0,0,4.01
712,1681,,,2,1881,,2,1881,5.0,3.0,0.0,0.0,28,1,1,2,0,1,1,0,0,0.0,0,4.01
713,1683,,,7,1883,28.0,5,1884,5.0,3.0,0.0,0.0,333,303,16,4,1,1,1,0,0,0.0,0,4.01
714,1684,,8.0,8,1939,,2,1940,5.0,3.0,0.0,0.0,206,178,7,3,0,1,1,0,0,0.0,0,4.01
715,1685,,14.0,9,1939,17.0,9,1939,5.0,3.0,,,4,4,17,4,1,1,1,0,0,0.0,0,4.01
716,1686,,29.0,8,1939,,9,1939,5.0,3.0,0.0,0.0,33,4,8,3,0,1,1,0,0,0.0,0,4.01
717,1687,,29.0,7,1940,7.0,8,1940,5.0,3.0,0.0,0.0,10,10,12,3,1,1,1,0,0,0.0,0,4.01
718,1693,,1.0,6,1942,22.0,6,1942,5.0,3.0,0.0,0.0,22,22,16,4,0,1,1,0,0,0.0,0,4.01
719,1694,,25.0,1,1942,,8,1945,5.0,3.0,,,1315,1285,17,4,1,1,2,0,0,0.0,0,4.01
720,1695,,,2,1944,19.0,3,1944,5.0,3.0,0.0,0.0,48,20,16,4,0,1,1,0,0,0.0,0,4.01
721,1696,,,3,1944,,5,1944,5.0,3.0,0.0,0.0,92,32,16,4,0,1,1,0,0,0.0,0,4.01
722,1698,,15.0,2,1947,3.0,4,1947,5.0,3.0,0.0,0.0,48,48,14,4,0,2,1,0,0,0.0,0,4.01
723,1701,,16.0,6,1952,16.0,9,1952,5.0,3.0,0.0,0.0,93,93,16,4,1,1,1,0,0,0.0,0,4.01
724,1702,,,8,1952,30.0,10,1952,7.0,3.0,0.0,0.0,91,61,15,4,0,1,1,0,0,0.0,0,4.01
725,1703,,30.0,6,1952,26.0,10,1952,5.0,3.0,1.0,,119,119,16,4,1,4,1,0,0,0.0,0,4.01
726,1705,,7.0,9,1954,7.0,9,1954,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
727,1706,,31.0,5,1957,17.0,6,1958,6.0,1.0,2.0,,383,383,17,4,1,1,1,0,0,0.0,0,4.01
728,1707,,2.0,7,1958,1.0,11,1958,5.0,3.0,0.0,0.0,123,123,14,4,1,1,1,0,0,0.0,0,4.01
729,1708,,21.0,5,1959,7.0,9,1959,5.0,3.0,,,110,110,16,4,1,1,1,0,0,0.0,0,4.01
730,1709,,28.0,12,1959,30.0,12,1959,5.0,3.0,1.0,,3,3,16,4,1,1,1,0,0,0.0,0,4.01
731,1710,,10.0,1,1960,10.0,1,1960,5.0,3.0,,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
732,1711,,,3,1960,28.0,5,1960,5.0,3.0,2.0,,89,59,17,4,1,1,1,0,0,0.0,0,4.01
733,1713,,22.0,7,1966,30.0,12,1966,7.0,1.0,0.0,0.0,162,162,15,4,0,1,1,0,0,0.0,0,4.01
734,1714,,27.0,3,1866,31.0,3,1866,5.0,3.0,0.0,0.0,5,5,7,3,0,1,1,0,0,0.0,0,4.01
735,1715,,18.0,5,1967,10.0,10,1967,5.0,3.0,1.0,,146,146,17,4,1,1,1,0,0,0.0,0,4.01
736,1717,,26.0,6,1969,30.0,11,1969,5.0,3.0,,,158,158,8,3,1,1,1,0,0,0.0,0,4.01
737,1718,,2.0,8,1971,8.0,8,1971,4.0,,0.0,0.0,7,7,7,3,0,3,1,0,0,0.0,0,4.01
738,1720,,,2,1976,,2,1976,5.0,3.0,0.0,0.0,29,1,16,4,0,1,1,0,0,0.0,0,4.01
739,1723,,26.0,5,1919,14.0,10,1920,6.0,1.0,,,508,508,17,4,1,1,1,0,0,0.0,0,4.01
740,1724,,4.0,4,1917,22.0,6,1917,,3.0,0.0,0.0,80,80,16,4,0,1,1,0,0,0.0,0,4.01
741,1725,,,3,1914,,2,1915,5.0,3.0,0.0,0.0,365,308,16,4,0,1,1,0,0,0.0,0,4.01
742,1726,,,5,1916,,5,1916,7.0,3.0,0.0,0.0,31,1,15,4,0,1,1,0,0,0.0,0,4.01
743,1728,,23.0,11,1975,24.0,11,1975,5.0,3.0,0.0,0.0,2,2,1,2,1,1,1,0,0,0.0,0,4.01
744,1732,,,3,1915,,9,1915,7.0,3.0,0.0,0.0,214,155,15,4,0,1,1,0,0,0.0,0,4.01
745,1733,,22.0,2,1932,25.0,2,1932,5.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01
746,1734,,2.0,1,1911,10.0,3,1911,5.0,3.0,0.0,0.0,68,68,16,4,0,2,2,0,0,0.0,0,4.01
747,1735,,25.0,9,1825,26.0,9,1825,5.0,3.0,2.0,,2,2,17,4,1,1,1,0,0,0.0,0,4.01
748,1736,,,5,1924,,11,1924,5.0,3.0,0.0,0.0,214,155,8,3,0,1,1,0,0,0.0,0,4.01
749,1737,,16.0,8,1916,16.0,8,1916,5.0,3.0,0.0,0.0,1,1,4,2,0,1,1,0,0,0.0,0,4.01
750,1739,,,7,1888,,7,1888,5.0,3.0,0.0,0.0,31,1,11,3,0,1,1,0,0,0.0,0,4.01
751,1740,,15.0,7,1839,29.0,8,1841,4.0,3.0,0.0,0.0,777,777,14,4,0,1,1,0,0,0.0,0,4.01
752,1742,,14.0,1,1959,14.0,1,1959,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
753,1743,,29.0,11,1857,25.0,10,1858,7.0,1.0,0.0,0.0,331,331,15,4,1,1,1,0,0,0.0,0,4.01
754,1745,,14.0,2,1956,14.0,2,1956,5.0,3.0,,,1,1,16,4,0,1,1,0,0,0.0,0,4.01
755,1746,,28.0,9,1960,28.0,9,1960,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
756,1749,,21.0,1,1940,23.0,1,1940,5.0,3.0,0.0,0.0,3,3,15,4,0,1,1,0,0,0.0,0,4.01
757,1750,,6.0,5,1876,30.0,5,1876,4.0,3.0,0.0,0.0,25,25,7,3,0,1,1,0,0,0.0,0,4.01
758,1752,,6.0,7,1826,6.0,7,1826,4.0,2.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
759,1753,,3.0,9,1833,11.0,12,1833,7.0,1.0,0.0,0.0,100,100,15,4,1,1,1,0,0,0.0,0,4.01
760,1755,,,5,1852,,6,1852,3.0,3.0,0.0,0.0,61,2,7,3,0,1,1,0,0,0.0,0,4.01
761,1757,,,10,1856,,1,1857,4.0,,0.0,0.0,123,63,7,3,0,1,1,0,0,0.0,0,4.01
762,1761,,2.0,4,1861,2.0,4,1861,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
763,1762,,,6,1862,5.0,1,1863,7.0,1.0,0.0,0.0,219,190,15,4,1,1,1,0,0,0.0,0,4.01
764,1763,,,5,1880,,12,1880,,,0.0,0.0,245,185,15,4,1,1,1,0,0,0.0,0,4.01
765,1764,,,7,1885,,7,1885,6.0,1.0,0.0,0.0,31,1,15,4,1,1,1,0,0,0.0,0,4.01
766,1767,,15.0,10,1908,25.0,10,1908,5.0,3.0,0.0,0.0,11,11,7,3,0,1,1,0,0,0.0,0,4.01
767,1769,,26.0,7,1914,2.0,8,1914,5.0,3.0,0.0,0.0,8,8,12,3,1,1,1,0,0,0.0,0,4.01
768,1771,,18.0,7,1911,19.0,7,1911,5.0,3.0,0.0,0.0,2,2,7,3,0,1,1,0,0,0.0,0,4.01
769,1772,,24.0,12,1911,24.0,12,1911,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
770,1773,,8.0,8,1914,,2,1915,5.0,3.0,2.0,,205,178,17,4,1,1,1,0,0,0.0,0,4.01
771,1774,,30.0,10,1914,11.0,11,1918,,3.0,0.0,0.0,1474,1474,16,4,1,1,1,0,0,0.0,0,4.01
772,1775,,2.0,6,1915,,7,1915,5.0,3.0,0.0,0.0,60,30,8,3,1,1,1,0,0,0.0,0,4.01
773,1776,,25.0,4,1917,17.0,10,1917,5.0,3.0,0.0,0.0,176,176,1,2,0,1,1,0,0,0.0,0,4.01
774,1777,,,4,1918,19.0,7,1919,4.0,1.0,2.0,,475,446,17,4,1,1,1,0,0,0.0,0,4.01
775,1778,,6.0,6,1920,28.0,7,1920,3.0,1.0,,,53,53,16,4,0,1,1,0,0,0.0,0,4.01
776,1779,,1.0,4,1922,29.0,7,1922,3.0,3.0,0.0,0.0,120,120,7,3,1,1,1,0,0,0.0,0,4.01
777,1780,,24.0,8,1923,24.0,9,1923,6.0,1.0,0.0,0.0,32,32,7,3,0,1,1,0,0,0.0,0,4.01
778,1781,,18.0,12,1925,28.0,2,1926,3.0,1.0,,,73,73,16,4,1,1,1,0,0,0.0,0,4.01
779,1783,,18.0,4,1940,1.0,8,1940,5.0,3.0,0.0,0.0,106,106,16,4,1,1,1,0,0,0.0,0,4.01
780,1785,,2.0,8,1941,8.0,12,1941,1.0,2.0,,,129,129,16,4,1,1,1,0,0,0.0,0,4.01
781,1786,,6.0,12,1941,6.0,12,1941,5.0,3.0,0.0,0.0,1,1,18,4,0,1,1,0,0,0.0,0,4.01
782,1787,,18.0,1,1942,22.0,8,1942,5.0,3.0,0.0,0.0,217,217,18,4,1,1,1,0,0,0.0,0,4.01
783,1788,,13.0,9,1943,18.0,9,1943,5.0,3.0,0.0,0.0,6,6,7,3,1,1,1,0,0,0.0,0,4.01
784,1789,,27.0,11,1943,28.0,11,1943,5.0,3.0,0.0,0.0,2,2,16,4,1,1,1,0,0,0.0,0,4.01
785,1790,,18.0,12,1944,5.0,7,1945,2.0,3.0,,,200,200,17,4,1,1,1,0,0,0.0,0,4.01
786,1792,,,4,1946,7.0,12,1946,5.0,1.0,3.0,,251,222,17,4,1,1,1,0,0,0.0,0,4.01
787,1793,,14.0,5,1948,31.0,10,1948,2.0,1.0,6.0,,171,171,20,5,1,5,1,0,0,0.0,0,4.01
788,1796,,9.0,2,1959,15.0,8,1959,5.0,3.0,1.0,,188,188,17,4,1,1,1,0,0,0.0,0,4.01
789,1797,,28.0,6,1960,31.0,7,1960,6.0,1.0,,,34,34,17,4,1,1,1,0,0,0.0,0,4.01
790,1799,,,1,1961,,9,1961,7.0,1.0,0.0,0.0,273,214,15,4,0,1,1,0,0,0.0,0,4.01
791,1800,,1.0,8,1865,12.0,2,1866,4.0,3.0,0.0,0.0,196,196,7,3,0,1,1,0,0,0.0,0,4.01
792,1801,,2.0,5,1961,25.0,11,1961,4.0,3.0,0.0,0.0,208,208,7,3,0,1,1,0,0,0.0,0,4.01
793,1803,,28.0,5,1963,14.0,6,1963,7.0,3.0,0.0,0.0,18,18,15,4,0,1,1,0,0,0.0,0,4.01
794,1804,,11.0,11,1965,23.0,8,1966,5.0,3.0,0.0,0.0,286,286,7,3,1,1,2,0,0,0.0,0,4.01
795,1805,,9.0,1,1967,,2,1967,7.0,3.0,0.0,0.0,51,24,15,4,0,1,1,0,0,0.0,0,4.01
796,1806,,18.0,1,1968,28.0,4,1969,5.0,3.0,,,467,467,17,4,1,2,2,0,0,0.0,0,4.01
797,1807,,10.0,10,1968,28.0,2,1969,7.0,1.0,0.0,0.0,142,142,15,4,0,1,1,0,0,0.0,0,4.01
798,1808,,26.0,1,1973,26.0,1,1973,6.0,1.0,0.0,0.0,1,1,7,3,1,1,2,0,0,0.0,0,4.01
799,1809,,26.0,6,1975,28.0,6,1975,7.0,3.0,0.0,0.0,3,3,15,4,0,1,1,0,0,0.0,0,4.01
800,1810,,25.0,11,1919,30.0,12,1919,5.0,3.0,0.0,0.0,36,36,7,3,0,1,1,0,0,0.0,0,4.01
801,1825,,12.0,12,1937,12.0,12,1937,5.0,3.0,,,1,1,16,4,0,1,2,0,0,0.0,0,4.01
802,1900,,31.0,3,1961,31.0,3,1961,7.0,1.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
803,2000,,11.0,5,1953,23.0,9,1953,5.0,3.0,2.0,,136,136,17,4,1,1,1,0,0,0.0,0,4.01
804,2001,,20.0,9,1953,29.0,10,1953,3.0,1.0,3.0,,40,40,17,4,1,1,1,0,0,0.0,0,4.01
805,2002,,27.0,5,1960,27.0,5,1960,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
806,2003,,27.0,4,1866,27.0,4,1866,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
807,2004,,,12,1885,24.0,5,1886,6.0,1.0,0.0,0.0,175,145,7,3,0,1,1,0,0,0.0,0,4.01
808,2005,,4.0,2,1903,4.0,2,1903,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
809,2006,,2.0,10,1949,27.0,2,1950,7.0,1.0,0.0,0.0,149,149,15,4,0,1,1,0,0,0.0,0,4.01
810,2007,,18.0,10,1949,16.0,11,1949,7.0,3.0,0.0,0.0,30,30,15,4,1,1,1,0,0,0.0,0,4.01
811,2008,,5.0,6,1950,15.0,7,1950,5.0,3.0,0.0,0.0,41,41,17,4,1,1,1,0,0,0.0,0,4.01
812,2009,,17.0,8,1950,24.0,8,1950,5.0,3.0,0.0,0.0,8,8,17,4,1,1,1,0,0,0.0,0,4.01
813,2010,,23.0,11,1950,23.0,11,1950,5.0,3.0,1.0,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
814,2012,,,12,1850,,1,1851,4.0,3.0,0.0,0.0,62,2,14,4,1,1,1,0,0,0.0,0,4.01
815,2013,,,8,1838,,8,1838,4.0,2.0,0.0,0.0,31,1,14,4,0,1,1,0,0,0.0,0,4.01
816,2014,,6.0,12,1864,6.0,12,1864,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
817,2015,,12.0,6,1966,13.0,6,1966,5.0,3.0,0.0,0.0,2,2,16,4,0,1,1,0,0,0.0,0,4.01
818,2016,,5.0,5,1969,5.0,5,1969,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
819,2017,,25.0,2,1970,21.0,3,1970,5.0,3.0,0.0,0.0,25,25,8,3,0,1,1,0,0,0.0,0,4.01
820,2018,,16.0,10,1953,28.0,10,1953,5.0,3.0,0.0,0.0,13,13,16,4,1,1,1,0,0,0.0,0,4.01
821,2019,,11.0,2,1957,11.0,2,1957,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
822,2020,,21.0,7,1948,21.0,10,1948,5.0,3.0,0.0,0.0,93,93,16,4,0,1,1,0,0,0.0,0,4.01
823,2021,,14.0,12,1949,14.0,12,1949,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
824,2022,,15.0,2,1952,7.0,3,1952,5.0,3.0,0.0,0.0,22,22,8,3,0,1,1,0,0,0.0,0,4.01
825,2023,,28.0,3,1954,5.0,4,1954,5.0,3.0,0.0,0.0,9,9,16,4,1,1,1,0,0,0.0,0,4.01
826,2024,,3.0,3,1955,29.0,3,1955,5.0,3.0,0.0,0.0,27,27,16,4,1,1,1,0,0,0.0,0,4.01
827,2025,,20.0,9,1957,20.0,9,1957,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
828,2027,,26.0,11,1961,27.0,11,1961,7.0,1.0,0.0,0.0,2,2,15,4,0,1,1,0,0,0.0,0,4.01
829,2028,,25.0,8,1960,27.0,8,1960,5.0,3.0,0.0,0.0,3,3,16,4,1,1,1,0,0,0.0,0,4.01
830,2029,,27.0,12,1960,6.0,1,1961,5.0,3.0,0.0,0.0,11,11,12,3,1,1,1,0,0,0.0,0,4.01
831,2030,,22.0,9,1960,19.0,10,1960,7.0,3.0,0.0,0.0,28,28,15,4,1,1,1,0,0,0.0,0,4.01
832,2031,,16.0,2,1964,16.0,3,1964,5.0,3.0,0.0,0.0,30,30,16,4,1,1,1,0,0,0.0,0,4.01
833,2032,,11.0,5,1955,11.0,5,1955,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
834,2033,,23.0,7,1954,27.0,7,1954,5.0,3.0,,,5,5,17,4,1,1,1,0,0,0.0,0,4.01
835,2034,,23.0,7,1954,23.0,7,1954,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
836,2035,,1.0,8,1953,2.0,9,1953,5.0,3.0,0.0,0.0,33,33,12,3,0,1,1,0,0,0.0,0,4.01
837,2036,,24.0,6,1953,,7,1953,7.0,3.0,0.0,0.0,38,8,15,4,0,1,1,0,0,0.0,0,4.01
838,2037,,19.0,1,1955,19.0,1,1955,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
839,2038,,27.0,8,1958,27.0,8,1958,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
840,2040,,,2,1920,28.0,2,1920,6.0,1.0,0.0,0.0,28,1,10,3,0,1,1,0,0,0.0,0,4.01
841,2041,,16.0,2,1949,25.0,2,1949,6.0,1.0,0.0,0.0,10,10,12,3,0,1,1,0,0,0.0,0,4.01
842,2042,,3.0,5,1957,23.0,6,1957,5.0,3.0,0.0,0.0,52,52,7,3,0,1,1,0,0,0.0,0,4.01
843,2043,,3.0,11,1866,3.0,11,1866,4.0,2.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
844,2044,,19.0,6,1875,3.0,3,1876,6.0,1.0,0.0,0.0,259,259,7,3,1,1,1,0,0,0.0,0,4.01
845,2045,,,3,1876,16.0,3,1876,4.0,2.0,0.0,0.0,16,1,7,3,0,1,1,0,0,0.0,0,4.01
846,2046,,27.0,7,1890,25.0,8,1890,5.0,3.0,0.0,0.0,30,30,7,3,0,1,1,0,0,0.0,0,4.01
847,2047,,,2,1911,5.0,3,1911,7.0,1.0,0.0,0.0,33,6,15,4,1,1,1,0,0,0.0,0,4.01
848,2048,,13.0,12,1921,13.0,12,1921,5.0,3.0,,,1,1,16,4,0,1,1,0,0,0.0,0,4.01
849,2049,,12.0,6,1957,13.0,6,1957,5.0,3.0,,,2,2,17,4,1,2,1,0,0,0.0,0,4.01
850,2050,,9.0,9,1932,25.0,5,1933,5.0,3.0,0.0,0.0,259,259,7,3,0,1,2,0,0,0.0,0,4.01
851,2051,,14.0,11,1932,14.0,11,1932,5.0,3.0,0.0,0.0,1,1,4,2,0,1,2,0,0,0.0,0,4.01
852,2052,,16.0,2,1951,16.0,10,1952,5.0,3.0,1.0,,609,609,17,4,1,1,2,0,0,0.0,0,4.01
853,2053,,26.0,3,1979,14.0,4,1982,5.0,3.0,,,1116,1116,17,4,1,1,2,0,0,0.0,0,4.01
854,2054,,18.0,9,1983,30.0,4,1987,5.0,3.0,,,1321,1321,17,4,1,1,2,0,0,0.0,0,4.01
855,2055,,,11,1842,,1,1843,5.0,3.0,0.0,0.0,92,33,7,3,0,2,1,0,0,0.0,0,4.01
856,2056,,12.0,11,1936,12.0,11,1936,5.0,3.0,1.0,,1,1,16,4,0,1,1,0,0,0.0,0,4.01
857,2059,,4.0,7,1971,4.0,7,1971,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
858,2066,,12.0,6,1965,12.0,6,1965,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
859,2067,,31.0,3,1966,24.0,6,1966,5.0,3.0,1.0,,86,86,17,4,1,1,1,0,0,0.0,0,4.01
860,2068,,,4,1973,23.0,5,1973,5.0,3.0,0.0,0.0,53,24,11,3,1,1,1,0,0,0.0,0,4.01
861,2069,,22.0,2,1977,14.0,3,1978,2.0,3.0,6.0,,386,386,20,5,1,1,2,0,0,0.0,0,4.01
862,2070,,14.0,4,1978,7.0,2,1979,5.0,3.0,,,300,300,16,4,1,1,1,0,0,0.0,0,4.01
863,2071,,24.0,2,1980,13.0,6,1981,5.0,3.0,3.0,,476,476,17,4,1,1,1,0,0,0.0,0,4.01
864,2072,,30.0,6,1982,13.0,8,1983,1.0,3.0,5.0,,410,410,17,4,1,1,1,0,0,0.0,0,4.01
865,2073,,30.0,1,1984,26.0,5,1984,5.0,3.0,0.0,0.0,118,118,16,4,0,1,1,0,0,0.0,0,4.01
866,2074,,20.0,12,1984,2.0,1,1985,5.0,3.0,3.0,,14,14,17,4,1,1,1,0,0,0.0,0,4.01
867,2075,,17.0,9,1985,22.0,10,1985,5.0,3.0,2.0,,36,36,17,4,1,1,1,0,0,0.0,0,4.01
868,2076,,,4,1891,,9,1891,5.0,3.0,0.0,0.0,183,125,15,4,1,1,1,0,0,0.0,0,4.01
869,2077,,,3,1905,,3,1905,5.0,3.0,0.0,0.0,31,1,7,3,0,1,1,0,0,0.0,0,4.01
870,2078,,7.0,7,1909,7.0,7,1909,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
871,2079,,3.0,11,1958,3.0,11,1958,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
872,2080,,25.0,7,1964,29.0,7,1964,5.0,1.0,0.0,0.0,5,5,17,4,1,1,1,0,0,0.0,0,4.01
873,2081,,14.0,7,1977,10.0,2,1978,5.0,3.0,0.0,0.0,212,212,7,3,1,1,1,0,0,0.0,0,4.01
874,2082,,18.0,8,1978,9.0,1,1979,5.0,1.0,0.0,0.0,145,145,10,3,1,1,1,0,0,0.0,0,4.01
875,2083,,7.0,9,1980,9.0,2,1981,5.0,3.0,0.0,0.0,156,156,15,4,1,1,1,0,0,0.0,0,4.01
876,2084,,25.0,4,1981,29.0,4,1981,5.0,3.0,0.0,0.0,5,5,15,4,1,1,1,0,0,0.0,0,4.01
877,2085,,21.0,9,1981,23.0,2,1982,5.0,3.0,0.0,0.0,156,156,16,4,1,1,1,0,0,0.0,0,4.01
878,2086,,18.0,8,1983,18.0,8,1983,6.0,1.0,0.0,0.0,1,1,7,3,1,1,1,0,0,0.0,0,4.01
879,2087,,19.0,10,1984,19.0,10,1984,5.0,1.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
880,2088,,16.0,11,1950,20.0,11,1950,5.0,3.0,0.0,0.0,5,5,11,3,1,1,1,0,0,0.0,0,4.01
881,2089,,29.0,6,1954,19.0,9,1954,5.0,3.0,0.0,0.0,83,83,12,3,0,1,1,0,0,0.0,0,4.01
882,2090,,25.0,6,1955,5.0,11,1955,5.0,3.0,0.0,0.0,134,134,12,3,1,1,1,0,0,0.0,0,4.01
883,2091,,2.0,5,1956,2.0,5,1956,5.0,3.0,0.0,0.0,1,1,12,3,1,1,1,0,0,0.0,0,4.01
884,2092,,7.0,6,1956,3.0,10,1956,5.0,3.0,0.0,0.0,119,119,7,3,1,1,1,0,0,0.0,0,4.01
885,2093,,2.0,8,1958,26.0,9,1958,5.0,3.0,0.0,0.0,56,56,7,3,1,1,1,0,0,0.0,0,4.01
886,2094,,1.0,12,1962,26.0,12,1963,5.0,3.0,0.0,0.0,391,391,16,4,1,1,1,0,0,0.0,0,4.01
887,2095,,7.0,4,1964,4.0,2,1965,5.0,3.0,0.0,0.0,304,304,7,3,1,1,1,0,0,0.0,0,4.01
888,2096,,25.0,4,1965,25.0,4,1965,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
889,2097,,17.0,7,1967,22.0,7,1967,7.0,3.0,0.0,0.0,6,6,15,4,0,1,1,0,0,0.0,0,4.01
890,2098,,23.0,3,1969,23.0,4,1969,5.0,3.0,0.0,0.0,32,32,1,2,0,1,1,0,0,0.0,0,4.01
891,2099,,10.0,12,1971,10.0,12,1971,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
892,2100,,12.0,4,1973,12.0,4,1973,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
893,2101,,27.0,2,1979,27.0,2,1979,5.0,3.0,0.0,0.0,1,1,8,3,0,1,1,0,0,0.0,0,4.01
894,2102,,,12,1985,4.0,6,1987,5.0,3.0,,,551,521,17,4,1,1,1,0,0,0.0,0,4.01
895,2103,,,12,1934,,1,1935,6.0,3.0,0.0,0.0,62,2,12,3,1,1,1,0,0,0.0,0,4.01
896,2104,,10.0,2,1953,10.0,2,1953,,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
897,2105,,10.0,2,1961,23.0,4,1961,5.0,1.0,0.0,0.0,73,73,7,3,0,1,1,0,0,0.0,0,4.01
898,2106,,18.0,12,1965,12.0,1,1966,5.0,1.0,1.0,,26,26,17,4,1,1,1,0,0,0.0,0,4.01
899,2107,,23.0,5,1966,23.0,5,1966,5.0,3.0,0.0,0.0,1,1,16,4,1,1,1,0,0,0.0,0,4.01
900,2108,,14.0,9,1969,14.0,9,1969,5.0,3.0,2.0,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
901,2109,,20.0,1,1970,5.0,2,1970,5.0,3.0,0.0,0.0,17,17,15,4,1,1,1,0,0,0.0,0,4.01
902,2110,,14.0,4,1971,31.0,5,1971,5.0,3.0,1.0,,48,48,17,4,1,1,1,0,0,0.0,0,4.01
903,2111,,2.0,1,1973,3.0,3,1973,5.0,3.0,2.0,,61,61,17,4,1,1,1,0,0,0.0,0,4.01
904,2112,,24.0,1,1974,21.0,5,1974,5.0,3.0,2.0,,118,118,17,4,1,1,1,0,0,0.0,0,4.01
905,2113,,27.0,2,1979,19.0,6,1979,5.0,3.0,0.0,0.0,113,113,16,4,1,1,1,0,0,0.0,0,4.01
906,2114,,24.0,10,1979,16.0,4,1980,5.0,3.0,2.0,,176,176,17,4,1,1,1,0,0,0.0,0,4.01
907,2115,,27.0,8,1980,20.0,8,1988,3.0,1.0,6.0,,2916,2916,20,5,1,1,1,0,0,0.0,0,4.01
908,2116,,18.0,10,1842,26.0,10,1842,5.0,3.0,0.0,0.0,9,9,16,4,0,1,1,0,0,0.0,0,4.01
