,DispNum3,DispNum4,StDay,StMon,StYear,EndDay,EndMon,EndYear,Outcome,Settle,Fatality,FatalPre,MaxDur,MinDur,HiAct,HostLev,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version
1956,3862,,24.0,11,1940,24.0,11,1940,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1957,3863,,20.0,8,1940,29.0,10,1940,5.0,3.0,0.0,0.0,71,71,16,4,0,1,1,0,0,0.0,0,4.01
1958,3864,,3.0,12,1940,16.0,12,1940,7.0,3.0,0.0,0.0,14,14,15,4,0,1,1,0,0,0.0,0,4.01
1959,3866,,9.0,3,1942,9.0,3,1942,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1960,3867,,31.0,1,1941,31.0,1,1941,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1961,3868,,22.0,9,1941,7.0,10,1941,4.0,3.0,0.0,0.0,16,16,3,2,0,1,1,0,0,0.0,0,4.01
1962,3869,,19.0,9,1941,7.0,10,1941,5.0,3.0,0.0,0.0,19,19,12,3,0,1,1,0,0,0.0,0,4.01
1963,3870,,2.0,1,1941,2.0,1,1941,5.0,3.0,0.0,0.0,1,1,11,3,0,1,1,0,0,0.0,0,4.01
1964,3871,,8.0,2,1941,8.0,2,1941,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
1965,3872,,8.0,1,1941,8.0,1,1941,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
1966,3873,,19.0,5,1941,19.0,5,1941,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1967,3874,,13.0,10,1941,13.0,10,1941,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1968,3875,,16.0,3,1942,16.0,3,1942,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1969,3876,,17.0,3,1942,7.0,8,1942,5.0,3.0,0.0,0.0,144,144,16,4,0,1,1,0,0,0.0,0,4.01
1970,3877,,24.0,4,1942,1.0,6,1942,5.0,3.0,0.0,0.0,39,39,18,4,1,2,1,0,0,0.0,0,4.01
1971,3878,,2.0,8,1942,2.0,8,1942,5.0,3.0,0.0,0.0,1,1,18,4,0,1,1,0,0,0.0,0,4.01
1972,3879,,24.0,2,1942,24.0,2,1942,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1973,3880,,9.0,12,1942,9.0,12,1942,5.0,3.0,0.0,0.0,1,1,18,4,0,1,1,0,0,0.0,0,4.01
1974,3881,,1.0,1,1942,30.0,10,1942,5.0,3.0,0.0,0.0,303,303,16,4,0,1,1,0,0,0.0,0,4.01
1975,3882,,21.0,3,1942,22.0,3,1942,5.0,3.0,0.0,0.0,2,2,16,4,0,1,1,0,0,0.0,0,4.01
1976,3883,,24.0,2,1942,24.0,2,1942,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1977,3884,,7.0,2,1943,7.0,2,1943,5.0,3.0,0.0,0.0,1,1,3,2,0,1,1,0,0,0.0,0,4.01
1978,3885,,18.0,1,1943,18.0,1,1943,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1979,3886,,26.0,11,1943,26.0,11,1943,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1980,3887,,11.0,12,1943,11.0,12,1943,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1981,3900,,11.0,12,1989,11.0,12,1989,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1982,3901,,12.0,1,1989,22.0,12,1989,2.0,2.0,3.0,,345,345,16,4,1,1,1,0,0,0.0,0,4.01
1983,3903,,2.0,8,1989,2.0,8,1989,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
1984,3904,,23.0,5,1989,29.0,5,1989,5.0,3.0,1.0,,7,7,17,4,1,1,1,0,0,0.0,0,4.01
1985,3905,,9.0,4,1989,30.0,9,1989,5.0,3.0,1.0,,175,175,16,4,1,1,1,0,0,0.0,0,4.01
1986,3906,,11.0,12,1989,15.0,12,1989,1.0,2.0,0.0,0.0,5,5,14,4,0,1,1,0,0,0.0,0,4.01
1987,3907,,30.0,11,1989,12.0,2,1990,5.0,3.0,0.0,0.0,75,75,7,3,0,1,1,0,0,0.0,0,4.01
1988,3908,,29.0,8,1989,29.0,8,1989,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1989,3909,,12.0,1,1989,12.0,1,1989,5.0,3.0,0.0,0.0,1,1,8,3,1,1,1,0,0,0.0,0,4.01
1990,3910,,10.0,4,1989,27.0,4,1989,5.0,3.0,0.0,0.0,18,18,16,4,1,1,1,0,0,0.0,0,4.01
1991,3911,,12.0,3,1989,12.0,3,1989,5.0,3.0,2.0,,1,1,17,4,1,1,1,0,0,0.0,0,4.01
1992,3912,,15.0,11,1989,3.0,2,1990,6.0,1.0,1.0,,81,81,17,4,1,1,1,0,0,0.0,0,4.01
1993,3913,,20.0,9,1989,20.0,9,1989,5.0,3.0,0.0,0.0,1,1,16,4,1,1,1,0,0,0.0,0,4.01
1994,3914,,17.0,2,1989,13.0,3,1989,5.0,3.0,1.0,,25,25,17,4,1,1,1,0,0,0.0,0,4.01
1995,3915,,3.0,6,1989,3.0,6,1989,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
1996,3916,,11.0,2,1989,7.0,4,1989,5.0,3.0,0.0,0.0,56,56,16,4,1,1,1,0,0,0.0,0,4.01
1997,3917,,28.0,1,1989,28.0,1,1989,5.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
1998,3918,,15.0,7,1989,15.0,7,1989,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
1999,3919,,21.0,5,1989,21.0,5,1989,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
2000,3920,,23.0,1,1989,22.0,7,1989,5.0,3.0,0.0,0.0,181,181,16,4,0,1,1,0,0,0.0,0,4.01
2001,3921,,25.0,10,1989,25.0,10,1989,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
2002,3922,,21.0,10,1989,21.0,10,1989,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
2003,3950,,31.0,1,1990,,5,1990,5.0,3.0,0.0,0.0,121,91,16,4,1,1,1,0,0,0.0,0,4.01
2004,3951,,2.0,10,1990,2.0,10,1990,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
2005,3952,,15.0,4,1990,24.0,5,1990,5.0,1.0,1.0,,40,40,16,4,1,1,1,0,0,0.0,0,4.01
2006,3953,,15.0,11,1989,16.0,4,1990,5.0,3.0,2.0,,153,153,17,4,1,1,1,0,0,0.0,0,4.01
2007,3954,,4.0,1,1990,4.0,1,1990,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
2008,3955,,21.0,2,1990,21.0,2,1990,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01
2009,3956,,2.0,4,1990,28.0,2,1991,5.0,3.0,0.0,0.0,333,333,16,4,1,1,1,0,0,0.0,0,4.01
2010,3957,,28.0,5,1990,3.0,3,1991,2.0,2.0,6.0,,280,280,20,5,1,2,27,0,0,0.0,0,4.01
2011,3958,,4.0,5,1990,3.0,3,1991,5.0,3.0,1.0,,304,304,17,4,1,1,1,0,0,0.0,0,4.01
2012,3959,,11.0,2,1990,22.0,12,1990,6.0,1.0,1.0,,315,315,17,4,1,1,1,0,0,0.0,0,4.01
2013,3960,,8.0,2,1990,21.0,2,1990,5.0,3.0,1.0,,14,14,17,4,1,1,1,0,0,0.0,0,4.01
2014,3961,,25.0,6,1990,29.0,10,1990,6.0,1.0,0.0,0.0,127,127,16,4,0,1,1,0,0,0.0,0,4.01
2015,3970,,,2,1991,3.0,3,1991,5.0,3.0,0.0,0.0,31,4,7,3,0,1,1,0,0,0.0,0,4.01
2016,3971,,24.0,1,1991,24.0,1,1991,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
2017,3972,,29.0,7,1991,29.0,7,1991,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
2018,3973,,21.0,5,1991,21.0,5,1991,5.0,3.0,0.0,0.0,1,1,16,4,1,1,1,0,0,0.0,0,4.01
2019,3974,,15.0,3,1991,31.0,12,1991,,,,,292,292,17,4,1,3,1,0,0,0.0,0,4.01
2020,3975,,27.0,10,1991,5.0,11,1991,6.0,1.0,0.0,0.0,10,10,7,3,0,2,1,0,0,0.0,0,4.01
2021,3976,,27.0,6,1991,2.0,8,1991,5.0,3.0,0.0,0.0,37,37,12,3,1,1,1,0,0,0.0,0,4.01
2022,3977,,22.0,8,1991,19.0,9,1991,5.0,3.0,0.0,0.0,29,29,12,3,1,1,1,0,0,0.0,0,4.01
2023,3978,,31.0,3,1991,,4,1991,5.0,3.0,0.0,0.0,31,2,14,4,0,1,1,0,0,0.0,0,4.01
2024,3979,,27.0,1,1991,28.0,12,1991,5.0,3.0,,,336,336,17,4,1,1,1,0,0,0.0,0,4.01
2025,3980,,5.0,8,1991,27.0,10,1991,5.0,3.0,0.0,0.0,84,84,16,4,0,1,1,0,0,0.0,0,4.01
2026,3981,,4.0,10,1991,4.0,10,1991,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,0,0,0.0,0,4.01
2027,3982,,7.0,8,1991,29.0,8,1991,5.0,3.0,0.0,0.0,23,23,16,4,1,1,1,0,0,0.0,0,4.01
2028,3983,,9.0,2,1991,3.0,3,1991,5.0,3.0,0.0,0.0,23,23,8,3,0,1,1,0,0,0.0,0,4.01
2029,3984,,4.0,2,1991,30.0,3,1991,5.0,3.0,0.0,0.0,55,55,8,3,0,1,1,0,0,0.0,0,4.01
2030,3985,,1.0,5,1991,2.0,9,1991,5.0,3.0,,,125,125,17,4,1,1,1,0,0,0.0,0,4.01
2031,3986,,21.0,12,1991,21.0,12,1991,5.0,3.0,1.0,,1,1,16,4,1,1,1,0,0,0.0,0,4.01
2032,3987,,6.0,10,1991,13.0,10,1991,5.0,1.0,0.0,0.0,8,8,12,3,1,1,1,0,0,0.0,0,4.01
2033,3988,,2.0,2,1991,2.0,2,1991,5.0,3.0,0.0,0.0,1,1,16,4,1,1,1,0,0,0.0,0,4.01
2034,3994,,,9,1977,13.0,6,1978,5.0,1.0,,,286,257,17,4,0,1,1,0,0,0.0,0,4.01
2035,4001,,1.0,1,1994,23.0,9,1996,5.0,3.0,1.0,,997,997,17,4,1,1,1,4135,0,0.0,0,4.01
2036,4002,,8.0,2,1995,1.0,3,1995,5.0,3.0,0.0,0.0,22,22,16,4,1,1,1,4314,4003,4138.0,0,4.01
2037,4003,,3.0,1,1996,8.0,1,1996,1.0,2.0,0.0,0.0,6,6,11,3,1,1,1,4314,4002,4138.0,0,4.01
2038,4004,,24.0,1,1996,30.0,1,1996,1.0,2.0,0.0,0.0,7,7,14,4,1,1,1,0,0,0.0,0,4.01
2039,4005,,25.0,6,1996,25.0,6,1996,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,4006,4313,0.0,0,4.01
2040,4006,,20.0,5,1996,22.0,5,1996,5.0,3.0,0.0,0.0,3,3,8,3,0,1,1,4005,4313,0.0,0,4.01
2041,4007,,17.0,9,1993,17.0,7,1999,5.0,3.0,6.0,,2130,2130,20,5,1,1,1,147W,166W,4223.0,0,4.01
2042,4008,,31.0,5,1995,31.0,5,1995,5.0,3.0,1.0,2.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
2043,4009,,,10,1995,,10,1995,6.0,1.0,0.0,0.0,31,1,15,4,0,1,1,4219,4172,4262.0,0,4.01
2044,4010,,26.0,1,1993,20.0,2,1993,1.0,2.0,0.0,0.0,26,26,11,3,0,1,1,0,0,0.0,0,4.01
2045,4011,,8.0,4,1995,13.0,6,1995,5.0,,0.0,0.0,67,67,17,4,1,1,1,4012,4171,4140.0,0,4.01
2046,4012,,22.0,12,1995,22.0,12,1995,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,4011,4171,4140.0,0,4.01
2047,4013,,9.0,1,1995,9.0,5,1995,5.0,3.0,4.0,,121,121,17,4,1,1,1,4143,4144,4189.0,0,4.01
2048,4014,,15.0,10,1993,16.0,10,1993,5.0,3.0,0.0,0.0,2,2,12,3,1,1,1,4015,4150,4151.0,0,4.01
2049,4015,,25.0,8,1995,23.0,9,1995,5.0,3.0,0.0,0.0,30,30,12,3,1,1,1,4014,4150,4151.0,0,4.01
2050,4016,,18.0,10,1993,29.0,9,1994,1.0,2.0,0.0,0.0,347,347,13,4,1,7,1,0,0,0.0,0,4.01
2051,4017,,12.0,8,1993,13.0,8,1993,5.0,3.0,0.0,0.0,2,2,11,3,0,1,1,0,0,0.0,0,4.01
2052,4018,,,1,1993,,4,1993,5.0,3.0,1.0,,120,61,17,4,1,1,1,4019,4089,0.0,0,4.01
2053,4019,,,4,1995,,4,1995,5.0,3.0,0.0,0.0,30,1,16,4,0,1,1,4018,4089,0.0,0,4.01
2054,4020,,10.0,1,1995,16.0,9,1995,5.0,3.0,0.0,0.0,250,250,16,4,0,1,1,4023,4035,4064.0,0,4.01
2055,4021,,3.0,3,1993,24.0,3,1993,5.0,3.0,0.0,0.0,22,22,8,3,1,2,1,4022,4087,4125.0,0,4.01
2056,4022,,5.0,11,1993,23.0,4,1995,5.0,3.0,0.0,0.0,535,535,12,3,1,1,5,4021,4087,4125.0,0,4.01
2057,4023,,,1,1993,,1,1993,5.0,3.0,0.0,0.0,31,1,8,3,0,1,1,4020,4035,4064.0,0,4.01
2058,4024,,16.0,4,1994,28.0,4,1994,5.0,3.0,0.0,0.0,13,13,7,3,0,1,1,4027,4028,4029.0,0,4.01
2059,4025,,8.0,1,1995,8.0,1,1995,5.0,3.0,0.0,0.0,1,1,12,3,0,1,1,4026,0,0.0,0,4.01
2060,4026,,4.0,9,1996,6.0,9,1996,5.0,3.0,0.0,0.0,3,3,7,3,0,1,1,4025,0,0.0,0,4.01
2061,4027,,,1,1995,13.0,5,1995,5.0,3.0,0.0,0.0,133,103,15,4,1,1,1,4024,4028,4029.0,0,4.01
2062,4028,,,12,1996,23.0,9,1997,5.0,3.0,0.0,0.0,297,267,15,4,1,1,1,4027,4029,4030.0,0,4.01
2063,4029,,,8,1993,,8,1993,5.0,3.0,0.0,0.0,31,1,7,3,0,1,1,4027,4028,4030.0,0,4.01
2064,4030,,,5,1994,,8,1994,5.0,3.0,0.0,0.0,123,63,15,4,1,1,1,4027,4028,4029.0,0,4.01
2065,4031,,7.0,3,1995,16.0,4,1995,1.0,1.0,0.0,0.0,41,41,16,4,1,1,1,0,0,0.0,0,4.01
2066,4032,,30.0,1,1993,31.0,1,1993,4.0,,0.0,0.0,2,2,1,2,1,1,1,0,0,0.0,0,4.01
2067,4035,,,6,1994,14.0,11,1994,5.0,3.0,0.0,0.0,167,138,12,3,0,1,1,4020,4023,4064.0,0,4.01
2068,4038,,22.0,1,1993,11.0,4,1993,5.0,3.0,1.0,1.0,80,80,16,4,1,1,1,4039,4094,4095.0,0,4.01
2069,4039,,14.0,10,1993,14.0,10,1993,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,4038,4094,4095.0,0,4.01
2070,4040,,8.0,6,1994,8.0,6,1995,5.0,3.0,0.0,0.0,366,366,16,4,1,1,1,4092,4133,4193.0,0,4.01
2071,4041,,10.0,4,1994,8.0,9,1994,5.0,3.0,1.0,2.0,152,152,17,4,1,1,1,4090,0,,0,4.01
2072,4042,,26.0,11,1993,,9,1995,5.0,3.0,0.0,0.0,674,645,16,4,1,1,1,4222,4297,0.0,0,4.01
2073,4043,,1.0,7,1993,14.0,8,1994,5.0,3.0,1.0,2.0,410,410,16,4,1,1,1,4045,4136,4137.0,0,4.01
2074,4045,,10.0,3,1995,15.0,3,1995,5.0,3.0,0.0,0.0,6,6,7,3,0,1,1,4043,4136,4137.0,0,4.01
2075,4046,,23.0,4,1994,13.0,6,1994,5.0,3.0,0.0,0.0,52,52,12,3,0,1,2,4137,4186,4298.0,0,4.01
2076,4048,,26.0,1,1993,,1,1993,,3.0,0.0,0.0,6,1,7,3,0,1,1,0,0,0.0,0,4.01
2077,4050,,8.0,4,1994,,4,1994,5.0,3.0,0.0,0.0,4,4,15,4,1,1,1,4098,0,0.0,0,4.01
2078,4051,,15.0,2,1993,15.0,2,1993,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
2079,4052,,9.0,6,1993,12.0,6,1993,7.0,3.0,0.0,0.0,4,4,15,4,1,1,1,4104,0,0.0,0,4.01
2080,4054,,3.0,3,1993,21.0,2,1994,5.0,3.0,2.0,,356,356,17,4,1,6,1,4055,4176,4228.0,0,4.01
2081,4055,,31.0,12,1994,,5,1995,5.0,3.0,0.0,0.0,152,122,16,4,0,1,1,4054,4176,4228.0,0,4.01
2082,4058,,26.0,6,1993,26.0,6,1993,5.0,3.0,1.0,1.0,1,1,17,4,1,1,1,4097,0,0.0,0,4.01
2083,4060,,25.0,3,1995,25.0,3,1995,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,4030,4128,4279.0,0,4.01
2084,4061,,21.0,8,1995,21.0,8,1995,5.0,3.0,0.0,0.0,1,1,7,3,1,1,1,4062,4180,0.0,0,4.01
2085,4062,,,7,1996,,7,1996,5.0,3.0,0.0,0.0,31,1,7,3,0,1,1,4061,4181,0.0,0,4.01
2086,4063,,2.0,9,1996,,9,1996,5.0,3.0,0.0,0.0,29,1,7,3,1,1,1,0,0,0.0,0,4.01
2087,4064,,,7,1995,28.0,3,1996,5.0,3.0,0.0,0.0,272,242,11,3,1,1,2,4088,4281,0.0,0,4.01
2088,4065,,23.0,8,1994,,10,1994,5.0,3.0,0.0,0.0,70,40,7,3,0,1,2,0,0,0.0,0,4.01
2089,4066,,1.0,2,1993,4.0,2,1993,5.0,3.0,0.0,0.0,4,4,8,3,0,1,1,4116,4163,0.0,0,4.01
2090,4067,,18.0,2,1993,18.0,2,1993,,3.0,1.0,1.0,1,1,17,4,1,1,1,0,0,0.0,0,4.01
2091,4068,,26.0,7,1995,,7,1995,5.0,3.0,0.0,0.0,6,1,14,4,0,1,1,0,0,0.0,0,4.01
2092,4069,,31.0,3,1993,7.0,4,1993,7.0,1.0,0.0,0.0,8,8,15,4,0,1,1,4245,0,0.0,0,4.01
2093,4071,,23.0,10,1994,,11,1994,,3.0,0.0,0.0,39,10,11,3,0,1,1,4244,4122,4170.0,0,4.01
2094,4072,,13.0,3,1993,25.0,7,1993,5.0,3.0,0.0,0.0,135,135,16,4,1,1,1,4113,4192,4205.0,0,4.01
2095,4073,,11.0,3,1993,11.0,3,1993,5.0,3.0,0.0,0.0,1,1,1,2,0,1,1,0,0,0.0,0,4.01
2096,4075,,5.0,3,1993,,4,1993,5.0,3.0,,,57,28,17,4,1,1,1,4076,0,0.0,0,4.01
2097,4076,,1.0,6,1996,29.0,11,1996,5.0,3.0,0.0,0.0,182,182,16,4,1,1,1,4075,0,0.0,0,4.01
2098,4078,,5.0,8,1994,14.0,4,1997,5.0,3.0,,,984,984,17,4,1,1,1,4248,4304,4305.0,0,4.01
2099,4079,,8.0,3,1994,25.0,3,1996,5.0,3.0,2.0,,749,749,17,4,1,1,1,4130,0,0.0,0,4.01
2100,4081,,,11,1994,,12,1994,5.0,3.0,0.0,0.0,61,2,11,3,0,1,1,4124,0,0.0,0,4.01
2101,4082,,,12,1995,,4,1996,5.0,3.0,0.0,0.0,152,93,16,4,0,1,1,4187,0,0.0,0,4.01
2102,4083,,,3,1995,,3,1995,5.0,3.0,0.0,0.0,31,1,12,3,1,1,1,4084,4249,0.0,0,4.01
2103,4084,,,11,1995,,11,1995,,3.0,0.0,0.0,30,1,11,3,0,1,1,4083,4249,0.0,0,4.01
2104,4085,,28.0,5,1993,28.0,5,1993,,3.0,,,1,1,17,4,0,1,1,0,0,0.0,0,4.01
2105,4086,,23.0,1,1996,23.0,1,1996,7.0,2.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01
2106,4087,,10.0,10,1994,3.0,9,1999,5.0,3.0,2.0,,1790,1790,17,4,1,1,3,4022,4021,4125.0,0,4.01
2107,4088,,,2,1999,,4,2000,5.0,3.0,0.0,0.0,455,399,12,3,1,1,2,4281,4064,4020.0,0,4.01
2108,4089,,25.0,10,1997,25.0,10,1997,,3.0,,,1,1,17,4,1,1,1,4018,4019,0.0,0,4.01
2109,4090,,17.0,9,1997,17.0,9,1997,6.0,1.0,0.0,0.0,1,1,16,4,0,1,1,4041,0,,0,4.01
2110,4092,,28.0,12,1995,9.0,7,1996,5.0,3.0,1.0,,195,195,17,4,1,1,1,4133,4193,4210.0,0,4.01
2111,4094,,6.0,10,1994,14.0,11,1995,5.0,3.0,0.0,0.0,405,405,12,3,0,1,1,4038,4039,4095.0,0,4.01
2112,4095,,3.0,6,1996,20.0,7,2001,5.0,3.0,1.0,3.0,1874,1874,16,4,1,1,2,4038,4039,4094.0,0,4.01
2113,4096,,25.0,8,1997,23.0,12,1997,6.0,1.0,0.0,0.0,121,121,14,4,0,1,1,4049,4212,4242.0,0,4.01
2114,4097,,13.0,3,1997,13.0,3,1997,5.0,3.0,0.0,0.0,1,1,17,4,1,1,1,4058,0,0.0,0,4.01
2115,4098,,24.0,3,1996,24.0,3,1996,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,4050,0,0.0,0,4.01
2116,4100,,7.0,5,1995,17.0,10,1995,1.0,1.0,0.0,0.0,164,164,7,3,0,1,1,4230,4298,0.0,0,4.01
2117,4101,,12.0,8,1995,12.0,2,1996,5.0,3.0,0.0,0.0,185,185,11,3,0,1,1,4102,4137,4186.0,0,4.01
2118,4102,,12.0,8,1995,12.0,2,1996,5.0,3.0,0.0,0.0,185,185,11,3,0,1,1,4101,4137,4186.0,0,4.01
2119,4103,,10.0,1,1994,13.0,1,1994,4.0,,0.0,0.0,4,4,8,3,0,1,1,4111,0,0.0,0,4.01
2120,4104,,,6,1994,,6,1994,5.0,3.0,0.0,0.0,30,1,16,4,0,1,1,4052,0,0.0,0,4.01
2121,4105,,29.0,3,1995,29.0,3,1995,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01
2122,4106,,20.0,6,1993,20.0,6,1993,5.0,3.0,0.0,0.0,1,1,7,3,0,1,1,4107,0,0.0,0,4.01
2123,4107,,26.0,2,1997,21.0,3,1997,7.0,1.0,0.0,0.0,24,24,15,4,0,1,1,4106,0,0.0,0,4.01
2124,4108,,26.0,3,1997,26.0,3,1997,5.0,3.0,0.0,0.0,1,1,8,3,0,1,1,0,0,0.0,0,4.01
2125,4109,,17.0,10,1996,25.0,10,1996,6.0,1.0,0.0,0.0,9,9,12,3,0,1,1,0,0,0.0,0,4.01
2126,4111,,5.0,8,1998,5.0,2,1999,5.0,3.0,0.0,0.0,185,185,11,3,0,1,1,4103,0,0.0,0,4.01
2127,4113,,6.0,11,1994,6.0,11,1994,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,4072,4192,4205.0,0,4.01
2128,4114,,23.0,10,1994,27.0,1,1995,5.0,3.0,1.0,,97,97,17,4,1,1,1,4203,0,0.0,0,4.01
2129,4116,,6.0,1,1994,,1,1994,,3.0,0.0,0.0,26,1,11,3,0,1,1,4163,4066,0.0,0,4.01
2130,4117,,22.0,10,1997,20.0,4,1998,5.0,3.0,0.0,0.0,181,181,12,3,1,1,1,0,0,0.0,0,4.01
2131,4118,,15.0,6,1995,3.0,11,1995,5.0,3.0,0.0,0.0,142,142,8,3,0,1,1,4123,4311,0.0,0,4.01
2132,4119,,3.0,1,1994,27.0,11,1994,5.0,3.0,1.0,,329,329,17,4,1,1,1,4166,4165,4250.0,0,4.01
2133,4121,,13.0,11,1995,15.0,8,1996,5.0,3.0,,,277,277,17,4,1,1,1,4132,4200,0.0,0,4.01
2134,4122,,22.0,9,1996,17.0,5,1997,5.0,3.0,4.0,,238,238,17,4,1,1,1,4170,4071,4244.0,0,4.01
2135,4123,,27.0,9,1997,,11,1997,,3.0,,,65,36,17,4,1,1,1,4118,4311,0.0,0,4.01
2136,4124,,21.0,7,1996,,1,1999,6.0,1.0,,,925,895,17,4,1,1,1,4081,0,0.0,0,4.01
2137,4125,,16.0,6,1999,18.0,7,1999,5.0,3.0,0.0,0.0,33,33,7,3,1,1,2,4218,4282,4087.0,0,4.01
2138,4126,,15.0,2,1996,17.0,2,1996,5.0,3.0,0.0,0.0,3,3,7,3,1,1,1,4127,0,0.0,0,4.01
2139,4127,,15.0,2,1999,19.0,2,1999,7.0,3.0,0.0,0.0,5,5,15,4,0,1,1,4126,0,0.0,0,4.01
2140,4128,,,8,1998,,2,2000,6.0,1.0,0.0,0.0,578,520,15,4,1,1,1,4279,4328,4329.0,0,4.01
2141,4130,,,1,1997,,1,1997,5.0,3.0,,,31,1,17,4,1,1,1,4079,0,0.0,0,4.01
2142,4132,,,5,1997,,7,1997,5.0,3.0,0.0,0.0,92,32,15,4,0,1,1,4121,4200,0.0,0,4.01
2143,4133,,12.0,3,1999,6.0,5,1999,5.0,3.0,0.0,0.0,56,56,12,3,1,1,1,4092,4193,4210.0,0,4.01
2144,4134,,27.0,6,1995,17.0,7,1995,5.0,3.0,1.0,2.0,21,21,17,4,1,1,1,4286,4287,4288.0,0,4.01
2145,4135,,15.0,8,1997,2.0,5,1998,5.0,3.0,1.0,,261,261,17,4,1,1,1,4001,0,0.0,0,4.01
2146,4136,,3.0,3,1997,13.0,9,1997,5.0,3.0,0.0,0.0,195,195,11,3,0,1,1,4043,4045,4137.0,0,4.01
2147,4137,,,2,1998,10.0,6,1999,1.0,2.0,5.0,,495,468,17,4,1,23,1,4100,4186,4298.0,0,4.01
2148,4138,,12.0,1,1999,12.0,1,1999,5.0,3.0,1.0,3.0,1,1,17,4,1,1,1,4314,4002,4003.0,0,4.01
2149,4140,,1.0,12,1999,,7,2000,5.0,3.0,0.0,0.0,244,214,14,4,1,1,1,4141,4259,4327.0,0,4.01
2150,4141,,19.0,2,2000,25.0,2,2000,6.0,1.0,0.0,0.0,7,7,17,4,1,1,1,4140,4259,4327.0,0,4.01
2151,4143,,20.0,9,1995,,7,1996,5.0,3.0,0.0,0.0,316,286,17,4,1,1,1,4144,4189,4013.0,0,4.01
2152,4144,,13.0,5,1997,19.0,10,1997,5.0,3.0,0.0,0.0,160,160,16,4,1,1,1,4143,4189,4013.0,0,4.01
2153,4145,,,4,1994,,4,1994,,3.0,0.0,0.0,30,1,15,4,0,1,1,4263,0,0.0,0,4.01
2154,4146,,3.0,3,1995,,3,1995,7.0,,0.0,0.0,4,4,15,4,1,1,1,4147,0,0.0,0,4.01
2155,4147,,16.0,7,1998,,8,1998,5.0,3.0,0.0,0.0,47,17,11,3,1,1,1,4146,0,0.0,0,4.01
2156,4148,,6.0,3,1996,,3,1996,7.0,,0.0,0.0,26,1,15,4,0,1,1,0,0,0.0,0,4.01
2157,4149,,30.0,10,1996,30.0,10,1996,5.0,3.0,0.0,0.0,1,1,16,4,0,1,1,4154,4155,0.0,0,4.01
2158,4150,,,8,1997,26.0,8,1997,5.0,3.0,0.0,0.0,26,1,12,3,1,1,1,4151,4152,4015.0,0,4.01
