,DispNum3,DispNum4_A,StDay_A,StMon_A,StYear_A,EndDay_A,EndMon_A,EndYear_A,Outcome,Settle,Fatality_A,FatalPre,MaxDur,MinDur,HiAct_A,HostLev_A,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version_A,DispNum4_B,StAbb,ccode,StDay_B,StMon_B,StYear_B,EndDay_B,EndMon_B,EndYear_B,SideA,RevState,RevType1,RevType2,Fatality_B,FataPre,HiAct_B,HostLev_B,Orig,Version_B,Stalemate
459,346,-9.0,23.0,4,1968,12.0,11,1968,1.0,2.0,0.0,0.0,204,204,14,4,0,5,1,0,0,0.0,0,4.01,-9.0,BUL,355,16.0,7,1968,12.0,11,1968,1,1,2,-9.0,0.0,0.0,14,4,0,4.01,0
460,347,-9.0,23.0,1,1968,22.0,12,1968,7.0,3.0,0.0,0.0,335,335,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,USA,2,23.0,1,1968,22.0,12,1968,0,0,0,-9.0,0.0,0.0,10,3,1,4.01,0
461,347,-9.0,23.0,1,1968,22.0,12,1968,7.0,3.0,0.0,0.0,335,335,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,PRK,731,23.0,1,1968,22.0,12,1968,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
462,350,-9.0,14.0,2,1969,17.0,5,1969,7.0,3.0,0.0,0.0,93,93,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,14.0,2,1969,17.0,5,1969,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
463,350,-9.0,14.0,2,1969,17.0,5,1969,7.0,3.0,0.0,0.0,93,93,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,PER,135,14.0,2,1969,17.0,5,1969,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
464,354,-9.0,1.0,9,1972,8.0,11,1973,1.0,1.0,1.0,-9.0,434,434,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,1.0,9,1972,8.0,11,1973,0,0,0,-9.0,0.0,0.0,16,4,1,4.01,0
465,354,-9.0,1.0,9,1972,8.0,11,1973,1.0,1.0,1.0,-9.0,434,434,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,ICE,395,1.0,9,1972,8.0,11,1973,1,1,2,-9.0,1.0,-9.0,16,4,1,4.01,0
466,355,-9.0,15.0,1,1974,20.0,1,1974,2.0,2.0,-9.0,-9.0,6,6,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,15.0,1,1974,20.0,1,1974,0,1,1,-9.0,-9.0,-9.0,17,4,1,4.01,0
467,355,-9.0,15.0,1,1974,20.0,1,1974,2.0,2.0,-9.0,-9.0,6,6,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,RVN,817,15.0,1,1974,20.0,1,1974,1,0,0,-9.0,1.0,-9.0,17,4,1,4.01,0
468,356,-9.0,12.0,5,1975,15.0,5,1975,7.0,2.0,-9.0,-9.0,4,4,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,CAM,811,12.0,5,1975,15.0,5,1975,1,1,2,-9.0,-9.0,-9.0,15,4,1,4.01,0
469,356,-9.0,12.0,5,1975,15.0,5,1975,7.0,2.0,-9.0,-9.0,4,4,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,USA,2,12.0,5,1975,15.0,5,1975,0,0,0,-9.0,1.0,-9.0,16,4,1,4.01,0
470,360,-9.0,-9.0,10,1975,29.0,11,1975,6.0,1.0,0.0,0.0,60,30,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,GUA,90,-9.0,10,1975,29.0,11,1975,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
471,360,-9.0,-9.0,10,1975,29.0,11,1975,6.0,1.0,0.0,0.0,60,30,7,3,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,10,1975,29.0,11,1975,0,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
472,364,-9.0,14.0,3,1974,14.0,9,1974,7.0,3.0,0.0,0.0,185,185,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,14.0,3,1974,14.0,9,1974,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
473,364,-9.0,14.0,3,1974,14.0,9,1974,7.0,3.0,0.0,0.0,185,185,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,14.0,3,1974,14.0,9,1974,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
474,367,-9.0,20.0,7,1828,28.0,8,1828,4.0,2.0,0.0,0.0,40,40,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,TUR,640,20.0,7,1828,28.0,8,1828,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
475,367,-9.0,20.0,7,1828,28.0,8,1828,4.0,2.0,0.0,0.0,40,40,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,FRN,220,20.0,7,1828,28.0,8,1828,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
476,368,-9.0,15.0,9,1832,21.0,5,1833,2.0,2.0,-9.0,-9.0,249,249,17,4,1,2,3,0,0,0.0,0,4.01,-9.0,FRN,220,15.0,9,1832,21.0,5,1833,0,0,0,-9.0,-9.0,-9.0,13,4,1,4.01,0
477,368,-9.0,15.0,9,1832,21.0,5,1833,2.0,2.0,-9.0,-9.0,249,249,17,4,1,2,3,0,0,0.0,0,4.01,-9.0,NTH,210,22.0,10,1832,21.0,5,1833,1,0,0,-9.0,-9.0,-9.0,17,4,0,4.01,0
478,368,-9.0,15.0,9,1832,21.0,5,1833,2.0,2.0,-9.0,-9.0,249,249,17,4,1,2,3,0,0,0.0,0,4.01,-9.0,BEL,211,15.0,9,1832,21.0,5,1833,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
479,368,-9.0,15.0,9,1832,21.0,5,1833,2.0,2.0,-9.0,-9.0,249,249,17,4,1,2,3,0,0,0.0,0,4.01,-9.0,GMY,255,15.0,9,1832,21.0,5,1833,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
480,368,-9.0,15.0,9,1832,21.0,5,1833,2.0,2.0,-9.0,-9.0,249,249,17,4,1,2,3,0,0,0.0,0,4.01,-9.0,UKG,200,22.0,10,1832,21.0,5,1833,0,0,0,-9.0,0.0,0.0,13,4,0,4.01,0
481,373,-9.0,-9.0,1,1846,8.0,6,1846,6.0,1.0,0.0,0.0,159,129,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,-9.0,1,1846,8.0,6,1846,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
482,373,-9.0,-9.0,1,1846,8.0,6,1846,6.0,1.0,0.0,0.0,159,129,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,1,1846,8.0,6,1846,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
483,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,BAV,245,25.0,3,1849,10.0,7,1849,1,0,0,-9.0,-9.0,-9.0,7,3,0,4.01,0
484,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,4,1848,-9.0,4,1848,0,0,0,-9.0,0.0,0.0,1,2,0,4.01,0
485,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,USR,365,18.0,6,1848,18.0,6,1848,0,0,0,-9.0,0.0,0.0,1,2,0,4.01,0
486,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,HAN,240,10.0,4,1848,26.0,8,1848,1,0,0,-9.0,0.0,0.0,7,3,0,4.01,0
487,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,SAX,269,25.0,3,1849,10.0,7,1849,1,0,0,-9.0,0.0,0.0,7,3,0,4.01,0
488,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,SWD,380,-9.0,4,1848,26.0,8,1848,0,0,0,-9.0,0.0,0.0,10,3,0,4.01,0
489,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,GMY,255,1.0,4,1848,10.0,7,1849,1,1,2,-9.0,6.0,-9.0,20,5,1,4.01,0
490,375,-9.0,1.0,4,1848,10.0,7,1849,6.0,1.0,6.0,-9.0,466,466,20,5,1,4,4,0,0,0.0,0,4.01,-9.0,DEN,390,1.0,4,1848,10.0,7,1849,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
491,377,-9.0,-9.0,4,1852,-9.0,6,1852,4.0,3.0,0.0,0.0,91,33,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,TUR,640,-9.0,4,1852,-9.0,6,1852,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
492,377,-9.0,-9.0,4,1852,-9.0,6,1852,4.0,3.0,0.0,0.0,91,33,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,FRN,220,-9.0,4,1852,-9.0,6,1852,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
493,379,-9.0,24.0,3,1898,10.0,4,1898,1.0,2.0,0.0,0.0,18,18,17,4,0,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,24.0,3,1898,10.0,4,1898,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
494,379,-9.0,24.0,3,1898,10.0,4,1898,1.0,2.0,0.0,0.0,18,18,17,4,0,1,1,0,0,0.0,0,4.01,-9.0,FRN,220,24.0,3,1898,10.0,4,1898,1,1,2,-9.0,0.0,0.0,17,4,1,4.01,0
495,381,-9.0,19.0,11,1864,27.0,11,1864,6.0,1.0,0.0,0.0,9,9,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,SAX,269,19.0,11,1864,27.0,11,1864,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
496,381,-9.0,19.0,11,1864,27.0,11,1864,6.0,1.0,0.0,0.0,9,9,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,19.0,11,1864,27.0,11,1864,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
497,391,-9.0,6.0,9,1898,5.0,10,1898,4.0,3.0,0.0,0.0,30,30,16,4,0,4,1,0,0,0.0,0,4.01,-9.0,TUR,640,6.0,9,1898,5.0,10,1898,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
498,391,-9.0,6.0,9,1898,5.0,10,1898,4.0,3.0,0.0,0.0,30,30,16,4,0,4,1,0,0,0.0,0,4.01,-9.0,FRN,220,5.0,10,1898,5.0,10,1898,1,1,2,-9.0,0.0,0.0,1,2,0,4.01,0
499,391,-9.0,6.0,9,1898,5.0,10,1898,4.0,3.0,0.0,0.0,30,30,16,4,0,4,1,0,0,0.0,0,4.01,-9.0,ITA,325,5.0,10,1898,5.0,10,1898,1,1,2,-9.0,0.0,0.0,1,2,0,4.01,0
500,391,-9.0,6.0,9,1898,5.0,10,1898,4.0,3.0,0.0,0.0,30,30,16,4,0,4,1,0,0,0.0,0,4.01,-9.0,USR,365,5.0,10,1898,5.0,10,1898,1,1,2,-9.0,0.0,0.0,1,2,0,4.01,0
501,391,-9.0,6.0,9,1898,5.0,10,1898,4.0,3.0,0.0,0.0,30,30,16,4,0,4,1,0,0,0.0,0,4.01,-9.0,UKG,200,6.0,9,1898,5.0,10,1898,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
502,394,-9.0,13.0,9,1914,13.0,3,1915,1.0,2.0,-9.0,-9.0,182,182,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,ALB,339,13.0,9,1914,13.0,3,1915,0,0,0,-9.0,-9.0,-9.0,0,1,1,4.01,0
503,394,-9.0,13.0,9,1914,13.0,3,1915,1.0,2.0,-9.0,-9.0,182,182,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,13.0,9,1914,13.0,3,1915,1,1,4,-9.0,-9.0,-9.0,14,4,1,4.01,0
504,395,-9.0,-9.0,2,1916,10.0,3,1916,9.0,3.0,-9.0,-9.0,39,11,21,5,1,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,-9.0,2,1916,10.0,3,1916,1,0,0,-9.0,-9.0,-9.0,12,3,1,4.01,0
505,395,-9.0,-9.0,2,1916,10.0,3,1916,9.0,3.0,-9.0,-9.0,39,11,21,5,1,1,1,0,0,0.0,0,4.01,-9.0,POR,235,-9.0,2,1916,10.0,3,1916,0,0,0,-9.0,-9.0,-9.0,21,5,1,4.01,0
506,396,-9.0,14.0,8,1916,27.0,8,1916,9.0,-9.0,0.0,0.0,14,14,21,5,0,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,14.0,8,1916,27.0,8,1916,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
507,396,-9.0,14.0,8,1916,27.0,8,1916,9.0,-9.0,0.0,0.0,14,14,21,5,0,1,1,0,0,0.0,0,4.01,-9.0,RUM,360,14.0,8,1916,27.0,8,1916,1,0,0,-9.0,0.0,0.0,21,5,1,4.01,0
508,397,-9.0,17.0,8,1914,14.0,10,1915,9.0,3.0,-9.0,-9.0,424,424,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,YUG,345,17.0,8,1914,14.0,10,1915,0,0,0,-9.0,-9.0,-9.0,0,1,1,4.01,0
509,397,-9.0,17.0,8,1914,14.0,10,1915,9.0,3.0,-9.0,-9.0,424,424,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,BUL,355,17.0,8,1914,14.0,10,1915,1,1,1,-9.0,-9.0,-9.0,17,4,1,4.01,0
510,397,-9.0,17.0,8,1914,14.0,10,1915,9.0,3.0,-9.0,-9.0,424,424,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,USR,365,2.0,10,1915,14.0,10,1915,0,0,0,-9.0,0.0,0.0,1,2,0,4.01,0
511,397,-9.0,17.0,8,1914,14.0,10,1915,9.0,3.0,-9.0,-9.0,424,424,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,UKG,200,9.0,10,1915,14.0,10,1915,0,0,0,-9.0,0.0,0.0,21,5,0,4.01,0
512,399,-9.0,9.0,10,1916,17.0,4,1917,9.0,-9.0,-9.0,-9.0,191,191,21,5,1,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,9.0,10,1916,17.0,4,1917,1,1,2,-9.0,-9.0,-9.0,16,4,1,4.01,0
513,399,-9.0,9.0,10,1916,17.0,4,1917,9.0,-9.0,-9.0,-9.0,191,191,21,5,1,1,1,0,0,0.0,0,4.01,-9.0,USA,2,9.0,10,1916,17.0,4,1917,0,0,0,-9.0,-9.0,-9.0,21,5,1,4.01,0
514,409,-9.0,31.0,5,1937,6.0,7,1937,4.0,3.0,1.0,-9.0,37,37,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,JPN,740,31.0,5,1937,6.0,7,1937,1,1,1,-9.0,1.0,-9.0,17,4,1,4.01,0
515,409,-9.0,31.0,5,1937,6.0,7,1937,4.0,3.0,1.0,-9.0,37,37,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,31.0,5,1937,6.0,7,1937,0,1,1,-9.0,1.0,-9.0,17,4,1,4.01,0
516,410,-9.0,23.0,9,1938,1.0,12,1938,4.0,3.0,0.0,0.0,70,70,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,POL,290,23.0,9,1938,1.0,12,1938,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
517,410,-9.0,23.0,9,1938,1.0,12,1938,4.0,3.0,0.0,0.0,70,70,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,23.0,9,1938,1.0,12,1938,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
518,414,-9.0,10.0,4,1941,11.0,12,1941,9.0,3.0,3.0,-9.0,246,246,21,5,1,1,1,0,0,0.0,0,4.01,-9.0,GMY,255,10.0,4,1941,11.0,12,1941,0,1,2,-9.0,1.0,-9.0,21,5,1,4.01,0
519,414,-9.0,10.0,4,1941,11.0,12,1941,9.0,3.0,3.0,-9.0,246,246,21,5,1,1,1,0,0,0.0,0,4.01,-9.0,USA,2,10.0,4,1941,11.0,12,1941,1,0,0,-9.0,3.0,-9.0,18,4,1,4.01,0
520,418,-9.0,21.0,5,1940,25.0,10,1940,9.0,3.0,-9.0,-9.0,158,158,21,5,0,1,1,0,0,0.0,0,4.01,-9.0,GRC,350,21.0,5,1940,25.0,10,1940,0,0,0,-9.0,-9.0,-9.0,0,1,1,4.01,0
521,418,-9.0,21.0,5,1940,25.0,10,1940,9.0,3.0,-9.0,-9.0,158,158,21,5,0,1,1,0,0,0.0,0,4.01,-9.0,ITA,325,21.0,5,1940,25.0,10,1940,1,1,1,-9.0,-9.0,-9.0,21,5,1,4.01,0
522,420,-9.0,30.0,4,1941,23.0,5,1941,1.0,2.0,-9.0,-9.0,24,24,17,4,1,1,2,0,0,0.0,0,4.01,-9.0,GMY,255,14.0,5,1941,23.0,5,1941,0,0,0,-9.0,-9.0,-9.0,7,3,0,4.01,0
523,420,-9.0,30.0,4,1941,23.0,5,1941,1.0,2.0,-9.0,-9.0,24,24,17,4,1,1,2,0,0,0.0,0,4.01,-9.0,IRQ,645,30.0,4,1941,23.0,5,1941,0,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
524,420,-9.0,30.0,4,1941,23.0,5,1941,1.0,2.0,-9.0,-9.0,24,24,17,4,1,1,2,0,0,0.0,0,4.01,-9.0,UKG,200,30.0,4,1941,23.0,5,1941,1,1,3,-9.0,-9.0,-9.0,17,4,1,4.01,0
525,501,-9.0,5.0,2,1831,5.0,2,1831,4.0,1.0,0.0,0.0,1,1,4,2,0,1,1,0,0,0.0,0,4.01,-9.0,FRN,220,5.0,2,1831,5.0,2,1831,0,0,0,-9.0,-9.0,-9.0,0,1,1,4.01,0
526,501,-9.0,5.0,2,1831,5.0,2,1831,4.0,1.0,0.0,0.0,1,1,4,2,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,5.0,2,1831,5.0,2,1831,1,1,2,-9.0,-9.0,-9.0,4,2,1,4.01,0
527,502,-9.0,12.0,2,1864,21.0,7,1864,6.0,1.0,0.0,0.0,161,161,7,3,0,1,2,0,0,0.0,0,4.01,-9.0,HAN,240,12.0,2,1864,21.0,7,1864,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
528,502,-9.0,12.0,2,1864,21.0,7,1864,6.0,1.0,0.0,0.0,161,161,7,3,0,1,2,0,0,0.0,0,4.01,-9.0,SAX,269,12.0,2,1864,21.0,7,1864,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
529,502,-9.0,12.0,2,1864,21.0,7,1864,6.0,1.0,0.0,0.0,161,161,7,3,0,1,2,0,0,0.0,0,4.01,-9.0,GMY,255,12.0,2,1864,21.0,7,1864,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
530,503,-9.0,23.0,9,1939,18.0,10,1939,4.0,1.0,0.0,0.0,26,26,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,LAT,367,23.0,9,1939,18.0,10,1939,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
531,503,-9.0,23.0,9,1939,18.0,10,1939,4.0,1.0,0.0,0.0,26,26,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,23.0,9,1939,18.0,10,1939,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
532,504,-9.0,-9.0,2,1940,15.0,6,1940,1.0,2.0,0.0,0.0,136,108,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,LIT,368,-9.0,2,1940,15.0,6,1940,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
533,504,-9.0,-9.0,2,1940,15.0,6,1940,1.0,2.0,0.0,0.0,136,108,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,2,1940,15.0,6,1940,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
534,505,-9.0,10.0,6,1940,17.0,6,1940,1.0,2.0,0.0,0.0,8,8,13,4,0,1,1,0,0,0.0,0,4.01,-9.0,EST,366,10.0,6,1940,17.0,6,1940,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
535,505,-9.0,10.0,6,1940,17.0,6,1940,1.0,2.0,0.0,0.0,8,8,13,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,10.0,6,1940,17.0,6,1940,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
536,510,-9.0,2.0,4,1920,25.0,10,1922,3.0,3.0,0.0,0.0,937,937,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,2.0,4,1920,25.0,10,1922,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
537,510,-9.0,2.0,4,1920,25.0,10,1922,3.0,3.0,0.0,0.0,937,937,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,JPN,740,2.0,4,1920,25.0,10,1922,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
538,518,-9.0,-9.0,3,1941,13.0,12,1941,9.0,3.0,-9.0,-9.0,288,258,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,3,1941,13.0,12,1941,0,0,0,-9.0,-9.0,-9.0,18,4,1,4.01,0
539,518,-9.0,-9.0,3,1941,13.0,12,1941,9.0,3.0,-9.0,-9.0,288,258,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,BUL,355,-9.0,3,1941,13.0,12,1941,1,1,1,-9.0,-9.0,-9.0,21,5,1,4.01,0
540,518,-9.0,-9.0,3,1941,13.0,12,1941,9.0,3.0,-9.0,-9.0,288,258,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,6,1941,13.0,12,1941,0,0,0,-9.0,0.0,0.0,18,4,0,4.01,0
541,518,-9.0,-9.0,3,1941,13.0,12,1941,9.0,3.0,-9.0,-9.0,288,258,21,5,1,1,3,0,0,0.0,0,4.01,-9.0,USA,2,-9.0,6,1941,13.0,12,1941,0,0,0,-9.0,0.0,0.0,18,4,0,4.01,0
542,523,-9.0,16.0,8,1941,29.0,1,1942,1.0,2.0,-9.0,-9.0,167,167,16,4,1,2,1,0,0,0.0,0,4.01,-9.0,USR,365,16.0,8,1941,29.0,1,1942,1,1,2,-9.0,-9.0,-9.0,14,4,1,4.01,0
543,523,-9.0,16.0,8,1941,29.0,1,1942,1.0,2.0,-9.0,-9.0,167,167,16,4,1,2,1,0,0,0.0,0,4.01,-9.0,IRN,630,16.0,8,1941,29.0,1,1942,0,0,0,-9.0,-9.0,-9.0,16,4,1,4.01,0
544,523,-9.0,16.0,8,1941,29.0,1,1942,1.0,2.0,-9.0,-9.0,167,167,16,4,1,2,1,0,0,0.0,0,4.01,-9.0,UKG,200,16.0,8,1941,29.0,1,1942,1,1,2,-9.0,-9.0,-9.0,14,4,1,4.01,0
545,601,-9.0,20.0,1,1972,20.0,1,1972,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,20.0,1,1972,20.0,1,1972,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
546,601,-9.0,20.0,1,1972,20.0,1,1972,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,PER,135,20.0,1,1972,20.0,1,1972,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
547,602,-9.0,12.0,11,1972,22.0,11,1972,7.0,1.0,0.0,0.0,11,11,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,12.0,11,1972,22.0,11,1972,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
548,602,-9.0,12.0,11,1972,22.0,11,1972,7.0,1.0,0.0,0.0,11,11,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ECU,130,12.0,11,1972,22.0,11,1972,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
549,604,-9.0,-9.0,7,1949,9.0,9,1949,1.0,2.0,-9.0,-9.0,71,41,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,YAR,678,-9.0,7,1949,9.0,9,1949,0,1,1,-9.0,-9.0,-9.0,7,3,1,4.01,0
550,604,-9.0,-9.0,7,1949,9.0,9,1949,1.0,2.0,-9.0,-9.0,71,41,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,7,1949,9.0,9,1949,1,0,0,-9.0,-9.0,-9.0,16,4,1,4.01,0
551,605,-9.0,30.0,7,1956,12.0,12,1956,6.0,1.0,-9.0,-9.0,136,136,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,30.0,7,1956,12.0,12,1956,1,1,1,-9.0,-9.0,-9.0,17,4,1,4.01,0
552,605,-9.0,30.0,7,1956,12.0,12,1956,6.0,1.0,-9.0,-9.0,136,136,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,MYA,775,30.0,7,1956,12.0,12,1956,0,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
553,606,-9.0,20.0,10,1956,14.0,11,1956,1.0,2.0,6.0,-9.0,26,26,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,HUN,310,20.0,10,1956,14.0,11,1956,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
554,606,-9.0,20.0,10,1956,14.0,11,1956,1.0,2.0,6.0,-9.0,26,26,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,20.0,10,1956,14.0,11,1956,1,1,3,-9.0,6.0,-9.0,20,5,1,4.01,0
555,611,-9.0,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,-9.0,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01,-9.0,CHN,710,6.0,7,1964,-9.0,12,1971,0,0,0,-9.0,-9.0,-9.0,1,2,0,4.01,0
556,611,-9.0,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,-9.0,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01,-9.0,USR,365,25.0,2,1964,18.0,4,1965,0,0,0,-9.0,0.0,0.0,1,2,0,4.01,0
557,611,-9.0,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,-9.0,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01,-9.0,NEW,920,24.0,5,1965,-9.0,6,1971,1,0,0,-9.0,2.0,-9.0,16,4,0,4.01,0
558,611,-9.0,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,-9.0,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01,-9.0,AUL,900,-9.0,8,1964,20.0,12,1972,1,0,0,-9.0,4.0,-9.0,20,5,0,4.01,0
559,611,-9.0,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,-9.0,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01,-9.0,ROK,732,8.0,1,1965,28.0,1,1973,1,0,0,-9.0,6.0,-9.0,20,5,0,4.01,0
560,611,-9.0,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,-9.0,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01,-9.0,USA,2,23.0,2,1964,27.0,1,1973,1,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
561,611,-9.0,23.0,2,1964,30.0,4,1975,2.0,2.0,6.0,-9.0,4085,4085,20,5,1,8,3,0,0,0.0,0,4.01,-9.0,RVN,817,30.0,7,1964,30.0,4,1975,1,0,0,-9.0,6.0,-9.0,20,5,0,4.01,0
