,DispNum3,DispNum4_A,StDay_A,StMon_A,StYear_A,EndDay_A,EndMon_A,EndYear_A,Outcome,Settle,Fatality_A,FatalPre,MaxDur,MinDur,HiAct_A,HostLev_A,Recip,NumA,NumB,Link1,Link2,Link3,Ongo2010,Version_A,DispNum4_B,StAbb,ccode,StDay_B,StMon_B,StYear_B,EndDay_B,EndMon_B,EndYear_B,SideA,RevState,RevType1,RevType2,Fatality_B,FataPre,HiAct_B,HostLev_B,Orig,Version_B,Stalemate
1477,3233,-9.0,-9.0,3,1825,-9.0,3,1825,1.0,3.0,0.0,0.0,31,1,16,4,0,2,1,0,0,0.0,0,4.01,-9.0,SPN,230,-9.0,3,1825,-9.0,3,1825,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1478,3233,-9.0,-9.0,3,1825,-9.0,3,1825,1.0,3.0,0.0,0.0,31,1,16,4,0,2,1,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,3,1825,-9.0,3,1825,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
1479,3233,-9.0,-9.0,3,1825,-9.0,3,1825,1.0,3.0,0.0,0.0,31,1,16,4,0,2,1,0,0,0.0,0,4.01,-9.0,USA,2,-9.0,3,1825,-9.0,3,1825,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
1480,3234,-9.0,-9.0,11,1824,-9.0,11,1824,1.0,3.0,0.0,0.0,30,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,SPN,230,-9.0,11,1824,-9.0,11,1824,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1481,3234,-9.0,-9.0,11,1824,-9.0,11,1824,1.0,3.0,0.0,0.0,30,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,-9.0,11,1824,-9.0,11,1824,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
1482,3237,-9.0,-9.0,9,1822,-9.0,9,1822,1.0,3.0,0.0,0.0,30,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,SPN,230,-9.0,9,1822,-9.0,9,1822,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1483,3237,-9.0,-9.0,9,1822,-9.0,9,1822,1.0,3.0,0.0,0.0,30,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,-9.0,9,1822,-9.0,9,1822,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
1484,3238,-9.0,-9.0,6,1817,-9.0,6,1817,1.0,3.0,0.0,0.0,30,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,SPN,230,-9.0,6,1817,-9.0,6,1817,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1485,3238,-9.0,-9.0,6,1817,-9.0,6,1817,1.0,3.0,0.0,0.0,30,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,-9.0,6,1817,-9.0,6,1817,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
1486,3239,-9.0,27.0,7,1816,27.0,7,1816,1.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,SPN,230,27.0,7,1816,27.0,7,1816,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1487,3239,-9.0,27.0,7,1816,27.0,7,1816,1.0,3.0,0.0,0.0,1,1,16,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,27.0,7,1816,27.0,7,1816,1,1,2,-9.0,0.0,0.0,16,4,1,4.01,0
1488,3242,-9.0,29.0,3,1955,-9.0,4,1955,7.0,3.0,0.0,0.0,33,4,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,29.0,3,1955,-9.0,4,1955,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1489,3242,-9.0,29.0,3,1955,-9.0,4,1955,7.0,3.0,0.0,0.0,33,4,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ECU,130,29.0,3,1955,-9.0,4,1955,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1490,3243,-9.0,29.0,1,1955,-9.0,2,1955,7.0,3.0,0.0,0.0,31,4,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,29.0,1,1955,-9.0,2,1955,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1491,3243,-9.0,29.0,1,1955,-9.0,2,1955,7.0,3.0,0.0,0.0,31,4,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,PER,135,29.0,1,1955,-9.0,2,1955,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1492,3244,-9.0,29.0,10,1962,1.0,11,1962,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,29.0,10,1962,1.0,11,1962,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1493,3244,-9.0,29.0,10,1962,1.0,11,1962,7.0,3.0,0.0,0.0,4,4,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,PER,135,29.0,10,1962,1.0,11,1962,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1494,3245,-9.0,-9.0,6,1862,-9.0,10,1864,4.0,1.0,-9.0,-9.0,884,825,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,6,1862,-9.0,10,1864,1,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
1495,3245,-9.0,-9.0,6,1862,-9.0,10,1864,4.0,1.0,-9.0,-9.0,884,825,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,6,1862,-9.0,10,1864,0,1,1,-9.0,-9.0,-9.0,17,4,1,4.01,0
1496,3247,-9.0,-9.0,7,1871,-9.0,1,1872,1.0,2.0,0.0,0.0,215,155,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,7,1871,-9.0,1,1872,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1497,3247,-9.0,-9.0,7,1871,-9.0,1,1872,1.0,2.0,0.0,0.0,215,155,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,7,1871,-9.0,1,1872,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
1498,3249,-9.0,-9.0,7,1891,-9.0,10,1892,4.0,3.0,0.0,0.0,489,429,14,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,7,1891,-9.0,10,1892,0,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1499,3249,-9.0,-9.0,7,1891,-9.0,10,1892,4.0,3.0,0.0,0.0,489,429,14,4,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,7,1891,-9.0,10,1892,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
1500,3250,-9.0,15.0,8,1900,10.0,10,1900,3.0,1.0,6.0,-9.0,57,57,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,15.0,8,1900,10.0,10,1900,1,1,2,-9.0,4.0,-9.0,20,5,1,4.01,0
1501,3250,-9.0,15.0,8,1900,10.0,10,1900,3.0,1.0,6.0,-9.0,57,57,20,5,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,15.0,8,1900,10.0,10,1900,0,0,0,-9.0,6.0,-9.0,20,5,1,4.01,0
1502,3254,-9.0,-9.0,8,1912,5.0,11,1913,3.0,1.0,-9.0,-9.0,462,432,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,8,1912,5.0,11,1913,0,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
1503,3254,-9.0,-9.0,8,1912,5.0,11,1913,3.0,1.0,-9.0,-9.0,462,432,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,8,1912,5.0,11,1913,1,1,2,-9.0,-9.0,-9.0,17,4,1,4.01,0
1504,3257,-9.0,6.0,7,1921,5.0,11,1921,1.0,2.0,0.0,0.0,123,123,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,6.0,7,1921,5.0,11,1921,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1505,3257,-9.0,6.0,7,1921,5.0,11,1921,1.0,2.0,0.0,0.0,123,123,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,6.0,7,1921,5.0,11,1921,1,1,2,-9.0,0.0,0.0,14,4,1,4.01,0
1506,3258,-9.0,-9.0,6,1914,-9.0,12,1914,4.0,3.0,0.0,0.0,214,155,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,6,1914,-9.0,12,1914,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1507,3258,-9.0,-9.0,6,1914,-9.0,12,1914,4.0,3.0,0.0,0.0,214,155,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,6,1914,-9.0,12,1914,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
1508,3259,-9.0,-9.0,9,1921,-9.0,3,1922,1.0,2.0,0.0,0.0,212,153,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,-9.0,9,1921,-9.0,3,1922,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1509,3259,-9.0,-9.0,9,1921,-9.0,3,1922,1.0,2.0,0.0,0.0,212,153,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,-9.0,9,1921,-9.0,3,1922,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
1510,3264,-9.0,7.0,11,1944,14.0,8,1945,6.0,1.0,-9.0,-9.0,281,281,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,CHN,710,7.0,11,1944,14.0,8,1945,0,0,0,-9.0,-9.0,-9.0,17,4,1,4.01,0
1511,3264,-9.0,7.0,11,1944,14.0,8,1945,6.0,1.0,-9.0,-9.0,281,281,17,4,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,7.0,11,1944,14.0,8,1945,1,1,3,-9.0,-9.0,-9.0,17,4,1,4.01,0
1512,3300,-9.0,-9.0,5,1968,9.0,7,1968,7.0,-9.0,0.0,0.0,70,40,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,PHI,840,-9.0,5,1968,9.0,7,1968,1,1,2,-9.0,0.0,0.0,12,3,1,4.01,0
1513,3300,-9.0,-9.0,5,1968,9.0,7,1968,7.0,-9.0,0.0,0.0,70,40,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,CAM,811,-9.0,5,1968,9.0,7,1968,0,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1514,3301,-9.0,1.0,10,1903,20.0,10,1903,4.0,1.0,0.0,0.0,20,20,1,2,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,1.0,10,1903,20.0,10,1903,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1515,3301,-9.0,1.0,10,1903,20.0,10,1903,4.0,1.0,0.0,0.0,20,20,1,2,0,1,1,0,0,0.0,0,4.01,-9.0,USA,2,1.0,10,1903,20.0,10,1903,1,1,1,-9.0,0.0,0.0,1,2,1,4.01,0
1516,3321,-9.0,12.0,9,1817,1.0,11,1817,4.0,1.0,0.0,0.0,51,51,11,3,1,1,1,0,0,0.0,0,4.01,-9.0,USR,365,12.0,9,1817,1.0,11,1817,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
1517,3321,-9.0,12.0,9,1817,1.0,11,1817,4.0,1.0,0.0,0.0,51,51,11,3,1,1,1,0,0,0.0,0,4.01,-9.0,TUR,640,12.0,9,1817,1.0,11,1817,0,0,0,-9.0,0.0,0.0,11,3,1,4.01,0
1518,3324,-9.0,23.0,1,1878,31.0,1,1878,4.0,3.0,0.0,0.0,9,9,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,23.0,1,1878,31.0,1,1878,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1519,3324,-9.0,23.0,1,1878,31.0,1,1878,4.0,3.0,0.0,0.0,9,9,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,23.0,1,1878,31.0,1,1878,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1520,3325,-9.0,20.0,9,1902,2.0,10,1902,4.0,1.0,0.0,0.0,13,13,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,TUR,640,20.0,9,1902,2.0,10,1902,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1521,3325,-9.0,20.0,9,1902,2.0,10,1902,4.0,1.0,0.0,0.0,13,13,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,20.0,9,1902,2.0,10,1902,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1522,3341,-9.0,20.0,10,1914,7.0,11,1914,7.0,3.0,0.0,0.0,19,19,15,4,0,1,2,0,0,0.0,0,4.01,-9.0,GMY,255,20.0,10,1914,7.0,11,1914,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1523,3341,-9.0,20.0,10,1914,7.0,11,1914,7.0,3.0,0.0,0.0,19,19,15,4,0,1,2,0,0,0.0,0,4.01,-9.0,TUR,640,20.0,10,1914,7.0,11,1914,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1524,3341,-9.0,20.0,10,1914,7.0,11,1914,7.0,3.0,0.0,0.0,19,19,15,4,0,1,2,0,0,0.0,0,4.01,-9.0,RUM,360,20.0,10,1914,7.0,11,1914,1,1,2,-9.0,0.0,0.0,15,4,1,4.01,0
1525,3350,-9.0,29.0,11,1914,29.0,11,1914,3.0,3.0,0.0,0.0,1,1,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,NOR,385,29.0,11,1914,29.0,11,1914,1,1,2,-9.0,0.0,0.0,11,3,1,4.01,0
1526,3350,-9.0,29.0,11,1914,29.0,11,1914,3.0,3.0,0.0,0.0,1,1,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,UKG,200,29.0,11,1914,29.0,11,1914,0,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1527,3352,-9.0,21.0,8,1915,22.0,9,1915,4.0,1.0,0.0,0.0,33,33,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,TUR,640,21.0,8,1915,22.0,9,1915,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1528,3352,-9.0,21.0,8,1915,22.0,9,1915,4.0,1.0,0.0,0.0,33,33,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,BUL,355,21.0,8,1915,22.0,9,1915,1,1,1,-9.0,0.0,0.0,7,3,1,4.01,0
1529,3363,-9.0,-9.0,6,1887,-9.0,6,1887,6.0,1.0,0.0,0.0,30,1,7,3,0,1,2,0,0,0.0,0,4.01,-9.0,USA,2,-9.0,6,1887,-9.0,6,1887,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1530,3363,-9.0,-9.0,6,1887,-9.0,6,1887,6.0,1.0,0.0,0.0,30,1,7,3,0,1,2,0,0,0.0,0,4.01,-9.0,UKG,200,-9.0,6,1887,-9.0,6,1887,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1531,3363,-9.0,-9.0,6,1887,-9.0,6,1887,6.0,1.0,0.0,0.0,30,1,7,3,0,1,2,0,0,0.0,0,4.01,-9.0,GMY,255,-9.0,6,1887,-9.0,6,1887,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1532,3364,-9.0,14.0,3,1939,17.0,3,1939,1.0,2.0,-9.0,-9.0,4,4,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,CZE,315,14.0,3,1939,17.0,3,1939,0,0,0,-9.0,-9.0,-9.0,0,1,1,4.01,0
1533,3364,-9.0,14.0,3,1939,17.0,3,1939,1.0,2.0,-9.0,-9.0,4,4,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,HUN,310,14.0,3,1939,17.0,3,1939,1,1,1,-9.0,-9.0,-9.0,14,4,1,4.01,0
1534,3370,-9.0,6.0,11,1950,7.0,4,1951,3.0,1.0,0.0,0.0,153,153,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,6.0,11,1950,7.0,4,1951,0,1,1,-9.0,0.0,0.0,16,4,1,4.01,0
1535,3370,-9.0,6.0,11,1950,7.0,4,1951,3.0,1.0,0.0,0.0,153,153,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,6.0,11,1950,7.0,4,1951,1,0,0,-9.0,0.0,0.0,16,4,1,4.01,0
1536,3372,-9.0,19.0,9,1951,2.0,7,1952,4.0,3.0,3.0,-9.0,288,288,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,19.0,9,1951,2.0,7,1952,1,0,0,-9.0,0.0,0.0,16,4,1,4.01,0
1537,3372,-9.0,19.0,9,1951,2.0,7,1952,4.0,3.0,3.0,-9.0,288,288,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,19.0,9,1951,2.0,7,1952,0,1,1,-9.0,2.0,-9.0,16,4,1,4.01,0
1538,3383,-9.0,3.0,7,1979,3.0,7,1979,6.0,1.0,-9.0,-9.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,3.0,7,1979,3.0,7,1979,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1539,3383,-9.0,3.0,7,1979,3.0,7,1979,6.0,1.0,-9.0,-9.0,1,1,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,3.0,7,1979,3.0,7,1979,1,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1540,3384,-9.0,20.0,1,1983,21.0,1,1983,3.0,1.0,0.0,0.0,2,2,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,20.0,1,1983,21.0,1,1983,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1541,3384,-9.0,20.0,1,1983,21.0,1,1983,3.0,1.0,0.0,0.0,2,2,7,3,0,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,20.0,1,1983,21.0,1,1983,1,0,0,-9.0,0.0,0.0,7,3,1,4.01,0
1542,3385,-9.0,16.0,8,1983,5.0,7,1985,7.0,1.0,0.0,0.0,690,690,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,16.0,8,1983,5.0,7,1985,0,0,0,-9.0,0.0,0.0,12,3,1,4.01,0
1543,3385,-9.0,16.0,8,1983,5.0,7,1985,7.0,1.0,0.0,0.0,690,690,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,16.0,8,1983,5.0,7,1985,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1544,3400,-9.0,12.0,7,1950,12.0,7,1950,4.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,12.0,7,1950,12.0,7,1950,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1545,3400,-9.0,12.0,7,1950,12.0,7,1950,4.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,SYR,652,12.0,7,1950,12.0,7,1950,1,1,1,-9.0,0.0,0.0,15,4,1,4.01,0
1546,3414,-9.0,9.0,1,1952,25.0,4,1952,7.0,3.0,0.0,0.0,108,108,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,SYR,652,9.0,1,1952,25.0,4,1952,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1547,3414,-9.0,9.0,1,1952,25.0,4,1952,7.0,3.0,0.0,0.0,108,108,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,9.0,1,1952,25.0,4,1952,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1548,3415,-9.0,15.0,8,1954,28.0,12,1954,7.0,3.0,0.0,0.0,136,136,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,SYR,652,15.0,8,1954,28.0,12,1954,1,1,1,-9.0,0.0,0.0,15,4,1,4.01,0
1549,3415,-9.0,15.0,8,1954,28.0,12,1954,7.0,3.0,0.0,0.0,136,136,15,4,1,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,15.0,8,1954,28.0,12,1954,0,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1550,3416,-9.0,4.0,8,1955,4.0,8,1955,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,SYR,652,4.0,8,1955,4.0,8,1955,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1551,3416,-9.0,4.0,8,1955,4.0,8,1955,7.0,3.0,0.0,0.0,1,1,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,4.0,8,1955,4.0,8,1955,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1552,3420,-9.0,14.0,9,1958,18.0,9,1958,7.0,3.0,0.0,0.0,5,5,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,14.0,9,1958,18.0,9,1958,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1553,3420,-9.0,14.0,9,1958,18.0,9,1958,7.0,3.0,0.0,0.0,5,5,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,14.0,9,1958,18.0,9,1958,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1554,3421,-9.0,24.0,5,1959,20.0,8,1959,7.0,3.0,0.0,0.0,89,89,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,24.0,5,1959,20.0,8,1959,0,1,1,-9.0,0.0,0.0,0,1,1,4.01,0
1555,3421,-9.0,24.0,5,1959,20.0,8,1959,7.0,3.0,0.0,0.0,89,89,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,24.0,5,1959,20.0,8,1959,1,0,0,-9.0,0.0,0.0,15,4,1,4.01,0
1556,3422,-9.0,6.0,7,1960,13.0,7,1960,7.0,3.0,0.0,0.0,8,8,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,6.0,7,1960,13.0,7,1960,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1557,3422,-9.0,6.0,7,1960,13.0,7,1960,7.0,3.0,0.0,0.0,8,8,15,4,0,1,1,0,0,0.0,0,4.01,-9.0,EGY,651,6.0,7,1960,13.0,7,1960,1,1,1,-9.0,0.0,0.0,15,4,1,4.01,0
1558,3437,-9.0,7.0,11,1973,31.0,5,1974,2.0,1.0,-9.0,-9.0,206,206,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,SYR,652,7.0,11,1973,31.0,5,1974,1,1,1,-9.0,-9.0,-9.0,16,4,1,4.01,0
1559,3437,-9.0,7.0,11,1973,31.0,5,1974,2.0,1.0,-9.0,-9.0,206,206,16,4,1,1,1,0,0,0.0,0,4.01,-9.0,ISR,666,7.0,11,1973,31.0,5,1974,0,0,0,-9.0,2.0,-9.0,16,4,1,4.01,0
1560,3444,-9.0,11.0,4,1982,5.0,6,1985,2.0,1.0,6.0,-9.0,1152,1152,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,ISR,666,11.0,4,1982,5.0,6,1985,1,1,2,-9.0,4.0,-9.0,20,5,1,4.01,0
1561,3444,-9.0,11.0,4,1982,5.0,6,1985,2.0,1.0,6.0,-9.0,1152,1152,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,SYR,652,5.0,6,1982,1.0,9,1982,0,0,0,-9.0,5.0,-9.0,20,5,1,4.01,0
1562,3444,-9.0,11.0,4,1982,5.0,6,1985,2.0,1.0,6.0,-9.0,1152,1152,20,5,1,1,2,0,0,0.0,0,4.01,-9.0,LEB,660,11.0,4,1982,5.0,6,1985,0,0,0,-9.0,-9.0,-9.0,20,5,1,4.01,0
1563,3542,-9.0,26.0,6,1940,28.0,6,1940,4.0,2.0,0.0,0.0,3,3,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,RUM,360,26.0,6,1940,28.0,6,1940,0,0,0,-9.0,0.0,0.0,0,1,1,4.01,0
1564,3542,-9.0,26.0,6,1940,28.0,6,1940,4.0,2.0,0.0,0.0,3,3,14,4,0,1,1,0,0,0.0,0,4.01,-9.0,USR,365,26.0,6,1940,28.0,6,1940,1,1,1,-9.0,0.0,0.0,14,4,1,4.01,0
1565,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,BEL,211,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1566,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,CAN,20,16.0,7,1992,16.0,7,1992,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1567,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,DEN,390,16.0,7,1992,16.0,7,1992,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1568,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,FRN,220,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1569,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,GMY,255,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1570,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,GRC,350,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1571,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,ITA,325,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1572,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,NTH,210,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1573,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,POR,235,16.0,7,1992,16.0,7,1992,1,1,2,-9.0,0.0,0.0,7,3,1,4.01,0
1574,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,RUM,360,30.0,1,1993,8.0,2,1993,1,1,2,-9.0,0.0,0.0,15,4,0,4.01,0
1575,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,SPN,230,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1576,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,TUR,640,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1577,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,UKG,200,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
1578,3551,-9.0,16.0,7,1992,2.0,10,1996,1.0,1.0,0.0,0.0,1540,1540,15,4,1,14,1,0,0,0.0,0,4.01,-9.0,USA,2,16.0,7,1992,2.0,10,1996,1,1,2,-9.0,0.0,0.0,13,4,1,4.01,0
