,DispNum3,DispNum4,StAbb,ccode,StDay,StMon,StYear,EndDay,EndMon,EndYear,SideA,RevState,RevType1,RevType2,Fatality,FataPre,HiAct,HostLev,Orig,Version
3522,3015,,ZIM,552,27.0,2,1978,1.0,3,1978,1,1,2,,0.0,0.0,17,4,1,4.01
3523,3015,,BOT,571,27.0,2,1978,1.0,3,1978,0,0,0,,1.0,,17,4,1,4.01
3524,3016,,LIB,620,27.0,1,1980,30.0,1,1980,0,0,0,,0.0,0.0,0,1,1,4.01
3525,3016,,TUN,616,27.0,1,1980,30.0,1,1980,1,1,2,,0.0,0.0,1,2,1,4.01
3526,3016,,FRN,220,27.0,1,1980,30.0,1,1980,1,0,0,,0.0,0.0,7,3,1,4.01
3527,3017,,IRN,630,19.0,1,1980,4.0,3,1980,0,0,0,,0.0,0.0,7,3,1,4.01
3528,3017,,USR,365,19.0,1,1980,4.0,3,1980,1,1,2,,0.0,0.0,7,3,1,4.01
3529,3017,,AFG,700,19.0,1,1980,4.0,3,1980,1,0,0,,0.0,0.0,7,3,1,4.01
3530,3018,,CHL,155,31.0,8,1977,31.0,8,1977,0,0,0,,0.0,0.0,7,3,1,4.01
3531,3018,,PER,135,31.0,8,1977,31.0,8,1977,1,0,0,,0.0,0.0,7,3,1,4.01
3532,3020,,IRN,630,4.0,11,1979,21.0,1,1981,1,1,2,,0.0,0.0,15,4,1,4.01
3533,3020,,USA,2,4.0,11,1979,21.0,1,1981,0,0,0,,0.0,0.0,16,4,1,4.01
3534,3021,,LIB,620,13.0,8,1979,13.0,8,1979,0,0,0,,0.0,0.0,0,1,1,4.01
3535,3021,,USA,2,13.0,8,1979,13.0,8,1979,1,1,2,,0.0,0.0,7,3,1,4.01
3536,3022,,PHI,840,15.0,11,1979,19.0,11,1979,1,1,2,,0.0,0.0,7,3,1,4.01
3537,3022,,MAL,820,15.0,11,1979,19.0,11,1979,0,0,0,,0.0,0.0,7,3,1,4.01
3538,3023,,THI,800,26.0,10,1979,1.0,11,1979,0,0,0,,0.0,0.0,0,1,1,4.01
3539,3023,,MYA,775,26.0,10,1979,1.0,11,1979,1,1,2,,0.0,0.0,15,4,1,4.01
3540,3024,,ALG,615,10.0,6,1979,10.0,10,1979,1,1,2,,,,17,4,1,4.01
3541,3024,,MOR,600,10.0,6,1979,10.0,10,1979,0,1,2,,,,17,4,1,4.01
3542,3025,,AFG,700,18.0,3,1979,26.0,6,1979,0,0,0,,,,16,4,1,4.01
3543,3025,,IRN,630,18.0,3,1979,26.0,6,1979,1,0,0,,,,16,4,1,4.01
3544,3026,,LAO,812,2.0,3,1979,15.0,3,1979,0,0,0,,0.0,0.0,0,1,1,4.01
3545,3026,,CHN,710,2.0,3,1979,15.0,3,1979,1,1,4,,0.0,0.0,12,3,1,4.01
3546,3027,,MYA,775,12.0,3,1984,20.0,9,1984,1,1,2,,0.0,0.0,17,4,1,4.01
3547,3027,,THI,800,12.0,3,1984,20.0,9,1984,0,0,0,,1.0,,17,4,1,4.01
3548,3029,,KUW,690,19.0,2,1985,19.0,2,1985,0,0,0,,0.0,0.0,0,1,1,4.01
3549,3029,,IRQ,645,19.0,2,1985,19.0,2,1985,1,1,2,,0.0,0.0,16,4,1,4.01
3550,3030,,BOT,571,14.0,6,1985,14.0,6,1985,0,0,0,,0.0,0.0,0,1,1,4.01
3551,3030,,SAF,560,14.0,6,1985,14.0,6,1985,1,1,2,,0.0,0.0,16,4,1,4.01
3552,3031,,SAF,560,26.0,8,1984,25.0,10,1984,1,1,2,,0.0,0.0,17,4,1,4.01
3553,3031,,BOT,571,26.0,8,1984,25.0,10,1984,0,0,0,,0.0,0.0,17,4,1,4.01
3554,3033,,ROK,732,9.0,1,1985,9.0,1,1985,0,0,0,,0.0,0.0,0,1,1,4.01
3555,3033,,IRQ,645,9.0,1,1985,9.0,1,1985,1,1,2,,0.0,0.0,16,4,1,4.01
3556,3034,,SPN,230,26.0,12,1984,26.0,12,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3557,3034,,IRN,630,26.0,12,1984,26.0,12,1984,1,1,2,,0.0,0.0,16,4,1,4.01
3558,3035,,IND,750,25.0,12,1984,25.0,12,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3559,3035,,IRN,630,25.0,12,1984,25.0,12,1984,1,1,2,,0.0,0.0,16,4,1,4.01
3560,3036,,NOR,385,22.0,12,1984,22.0,12,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3561,3036,,IRQ,645,22.0,12,1984,22.0,12,1984,1,1,2,,0.0,0.0,16,4,1,4.01
3562,3037,,IND,750,17.0,12,1984,25.0,1,1985,1,1,2,,0.0,0.0,15,4,1,4.01
3563,3037,,SRI,780,17.0,12,1984,25.0,1,1985,0,0,0,,0.0,0.0,16,4,1,4.01
3564,3038,,BHM,31,10.0,12,1984,10.0,12,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3565,3038,,IRQ,645,10.0,12,1984,10.0,12,1984,1,1,2,,0.0,0.0,16,4,1,4.01
3566,3039,,LBR,450,9.0,10,1984,9.0,10,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3567,3039,,UKG,200,9.0,10,1984,9.0,10,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3568,3039,,IRQ,645,9.0,10,1984,9.0,10,1984,1,1,2,,0.0,0.0,16,4,1,4.01
3569,3040,,GFR,260,9.0,9,1984,15.0,9,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3570,3040,,IRN,630,9.0,9,1984,15.0,9,1984,1,1,2,,0.0,0.0,16,4,1,4.01
3571,3041,,LIB,620,22.0,8,1984,22.0,8,1984,0,0,0,,0.0,0.0,0,1,1,4.01
3572,3041,,FRN,220,22.0,8,1984,22.0,8,1984,1,1,2,,0.0,0.0,15,4,1,4.01
